FWK_CODE_K	%ivk07_Wein	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_mehrjaehrige_Graeser	%ivk07_unbekannt			%ivk13_Wein	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Graeser	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%Wohnbauflaeche	%TagebauGrubeSteinbruch	%SportFreizeitUndErholungsflaeche	%IndustrieUndGewerbeflaeche	%Halde	%Friedhof	%FlaecheGemischterNutzung	%FlaecheBesondererFunktionalerPraegung	%Bergbaubetrieb	%Wald	%UnlandVegetationsloseFlaeche	%Sumpf	%Moor	%Landwirtschaft	%Heide	%Gehoelz	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	% Flieﬂgewaesser	%Hafenbecken	% stehende_Gewaesser
IL137	0	77.37620779	5.148325901	277.1047595	207.0023826	0	0	0	161.1925824	0	0	0	80.28615398	0	0	0	0	0	191.8895877			0	18.18696696	0.039408136	13.37560892	49.33076135	0.614705023	0	0	14.21364808	0	0	0	0	0	0	0	0	0	4.238901535	0.085695307	0	0	0.016951338	0	0	2.453308592	0	0	9.827888589	1.567602441	0	7.643432786	61.32594552	0	6.022136279	2.186654699	0.427584369	0	0	0	0	0.648758222	0	7.794041855
IL138	0	184.44765	40.87557033	233.1340043	269.5430411	38.84242482	0	17.19871684	38.98242623	0.44648801	0	17.27065747	12.56306924	1.584360747	0.289782355	0	0	0	144.8218086			0	23.69590122	0.252625185	26.26645995	26.0500259	0.811234872	0	0.166644677	2.722923642	0	0.067974122	0	4.565354214	0	0	0.10058725	0	0	15.30026897	0.055190192	0	0.132233739	0.946569391	0	0	1.292564865	0	0	9.508366292	6.701705508	0	0	68.2273962	0	1.780140762	2.5221433	1.051991484	0	0	0.250073618	0	3.295523198	0	4.236101447
IL143	0	183.2154189	20.7331138	192.6421597	530.8322959	5.07808546	0.253802688	23.97473623	14.07909738	0	0	0	17.79286355	0	0	1.28288981	0	0	10.11553651			0	25.00101795	0.087610777	24.21937072	39.96876421	0.348795593	0.233855317	3.829103055	3.736999487	0	0	0	0	1.971586134	0	0	0	0	0.602896753	6.494216352	0.332633745	1.792481411	4.074343365	0	0.02809555	2.175536995	0.733694112	0	6.002218477	7.829038356	0	0	51.06902469	0	5.44161769	2.796052515	3.361347794	0	0.133762147	0	0.162102664	4.533843054	0	3.039991079
IL146	0	40.33164737	0.681116959	21.87963296	903.9380032	0	0	18.20670839	0	0	0	0	0	0	0	0	0	0	14.96289106			0	5.564919151	0	3.441787265	86.56093798	0	0	1.882732144	0.822927822	0	0	0	0	0	0	0	0	0	1.726695641	1.462605113	0.007244915	0.074662439	0.084271608	0	0.02585307	1.759180394	0.059601985	0	24.30620918	0.839016571	0	0.193521171	61.21551252	0	6.870097722	0.983938609	1.141905925	0	0	0	0	0.682949866	0	0.293428918
IL150	0	46.45476531	3.344692235	49.61048411	857.5953999	0	0	9.625162734	0	0	0	0	0.505848052	0	0.603025073	4.371900318	12.6364782	0	15.25224402			0	9.438270018	0	7.601123559	79.75200359	0	0	1.492856068	0	0	0	0	0.064397951	0.040021308	0	0.060305092	0	1.245612815	0.305409596	1.980932082	0.177231385	0.316664101	0.758486283	0	0.044845	2.014748504	0.188784504	0	14.61407624	6.58168272	0.15927867	0	61.82374681	0.072976249	4.271990644	1.793328733	2.598607933	0	0.036669337	0	0.222614165	0.709254741	0	1.634081892
IL157	0	62.39678911	0	31.78681192	890.2938734	0	0	8.647396778	0	0	0	0	0	2.064215817	0	0	0	0	4.810912946			0	8.607945881	0	6.509637297	82.22871687	0	0	2.517466157	0	0	0	0	0	0	0	0.086715396	0	0	0.049518395	4.433224089	0.269094607	0.448724792	0.878193901	0	0.065061924	4.17851497	0.185016488	0	13.34853207	7.817874665	0	0	60.52429119	0	2.804563748	1.135127024	2.772698827	0	0.013495361	0	0	0.928546928	0	0.197039417
IL165	0	117.2511108	21.13081563	111.1202868	696.020638	7.489922522	0	11.26631471	2.508475075	0	6.910587595	4.355666626	3.96557321	0	0	0	0	0	17.980609			0	15.58993343	1.111992452	12.97793234	65.26856099	0.005496178	0	2.480523485	1.08666347	0	0	0	0.193302932	0.888446608	0	0.195527734	0	0	0.201620382	2.508679329	0.559212	0.203180882	0.990052417	0	0.07265633	1.855946228	3.532595143	0	4.0049214	6.233818964	0	0	63.51584928	0	4.120623934	2.891972458	2.341111868	0	0.037550265	0.122612001	0	2.738735116	0	4.270482382
IL166	0	157.2256327	43.59501446	282.8497456	410.1401011	27.02842608	6.196589991	9.982823819	13.95979498	0	0	0	35.63548601	0	0	0	0	0	13.38638524			0	20.54233883	0.796397571	26.13454262	37.91998356	1.606911329	0.514146505	3.958142747	3.660902174	0.135913292	0	0	0	2.679883575	0	0.713509432	0	0	1.337328357	4.960379145	0	1.145943589	6.829021813	0	0.02237749	2.93810837	0.365149172	0	15.46513092	6.157241274	0	0.200366913	48.22406828	0	1.638100634	2.714380062	3.197667686	0	0.312385306	0	3.705785547	0.832954989	0	1.290938812
IL169	0	74.79371775	9.997182518	153.0473908	709.9481042	1.462351732	3.381324505	14.91360122	6.052873114	0	0	0	12.2902012	0.140307804	0	0.3293108	0.402033129	1.313594776	11.92800646			0	12.60009352	0.615501148	17.89959765	63.42746373	0.00532756	0.546258179	2.707157202	0.775360003	0.134193403	0	0	0	1.038449914	0.001010612	0	0.029683946	0	0.219903133	5.252874432	0.167412213	0.564348618	0.748879926	0	0.16319923	3.753608125	0.310324989	0	22.10356139	7.675287434	0.008232426	0.01665553	49.41856809	0.040567376	2.580615757	2.421985036	2.848149889	0	0.048177443	0	0.385202673	1.120083718	0	0.372265708
IL170	0	73.27012431	17.3308018	205.3227281	632.6388804	1.139464038	11.31336255	8.929602382	22.28590176	0	0	0	16.45267216	0	0	0	0	0	11.31646247			0	10.44856457	0.29128672	19.7360698	60.18311732	1.071275608	0.132535729	1.405208117	2.36219037	0	0	0	0	3.590259292	0	0.256999493	0	0	0.522492979	6.320462769	0	1.7946262	3.784165428	0	0.175954489	3.63206935	0.780695469	0	1.634480031	5.686451341	0.11929098	0.046817902	60.76599613	0	3.607548328	2.534918311	3.686535456	0	0.137298104	0	0.609452452	3.772389474	0	0.910847782
IL174	0	89.75841252	55.37235173	442.2394149	151.535693	88.34460893	1.308389334	5.719620295	55.49902312	0	0	19.79159015	23.34465566	0	1.438961925	0	0	0	65.64727837			0	19.75041023	0.44619684	36.7306515	16.96968962	3.106022013	0	0	10.23405053	0	0	0	4.11074487	3.165749864	0	0	0	0	5.486484538	0.950356215	1.285630043	0.942623954	2.650070877	0	0	0.941527824	0.169477854	0	12.9976044	7.864517616	0	0.123675862	54.32140196	0	3.639654178	1.979246458	1.178809251	0	0.033992598	0	0.113967861	3.78604893	0	7.021394109
IL175	0	40.90582778	31.91914431	292.1510865	459.5937957	0	0	6.746234095	0	0	4.634872715	117.0544066	3.317746967	1.196487725	0	0	0	0	42.48039763			0	11.93639159	0	19.36211722	45.89261847	0.411199598	0	0	2.619693497	0	0	0.342052037	13.9928955	0.156056052	0.225380505	0	0	0	5.061595539	16.03684362	0	3.017507286	2.583660196	0	0.455060062	5.747422712	2.834358141	0	9.786938679	4.989739965	0.459965634	0.030727481	35.45693716	0	2.716191061	2.562507784	5.56116632	0	0.28231777	0	0.125797778	6.371972668	0	0.980885675
IL176	0	137.2877524	30.59048686	375.2891379	326.6304452	40.49694558	0.102007287	8.693048872	42.83433677	0	1.491873084	0	30.10823919	0.486232289	0	0	0	0	5.98949456			0	20.35212117	0.555489694	36.94849236	30.03302279	1.15924697	0	0.288614723	7.900776146	0	0	0	0	2.67797729	0.069583485	0	0	0	0.014675372	2.581088303	0.660345411	1.032235942	1.366497162	0	0.039648298	2.618214622	0.33514014	0	12.48639736	5.67124229	0	0	59.52715028	0	1.995318194	2.496171697	1.739524858	0	0.003195559	0	0	1.828713674	0	5.619116207
IL179	0	169.5330875	46.17221706	534.4607822	56.7724396	59.04284185	0	16.70358942	10.2515511	0	0	95.55358128	11.50990997	0	0	0	0	0	0			0	22.61424193	0	48.96106732	4.554902341	4.286865104	0	0.413383322	2.154558913	0	0	0	15.91890646	1.096074616	0	0	0	0	0	4.671139676	0	0.122009971	0.267724506	0	0.015840264	1.673156984	0.05687949	0	5.604782247	3.215853305	0	0	73.9765695	0	0.880596596	3.469383043	1.986871988	0	0.013002345	3.637014548	0.073068326	0.336107206	0	0
IL182	0	93.93654077	51.92324126	400.7930494	212.6257403	48.74533605	3.638480057	10.12399368	59.97032993	0	1.121513388	0	42.25133684	0	0.08756519	0	0	0	74.78287312			0	15.07433104	1.254715469	40.24472221	21.80964463	5.279993757	0.865156744	1.236681774	7.011103881	0.048176308	0	0	0.138248336	2.17003912	0	0.364582797	0	0	4.502603935	11.22553573	0.059809218	1.570680751	2.404984547	0	0.222612597	3.468795911	0.809050394	0	6.982198353	6.740369534	0	0	52.72744416	0	3.034725415	2.457081482	4.350377767	0	0.141538557	0	0.120469268	2.825722739	0	0.858603577
IL195	0	128.308858	47.75457907	442.2263469	207.4538813	17.28977211	0	15.57768962	69.86240645	0	0	0	28.5342688	0	0.604969685	0	0	0	42.38722801			0	25.39113475	0.039431758	35.49290109	24.27072712	1.654915751	0	2.24203518	5.761014979	0	0	0	0	0.252536071	0	0.038636222	0	0	4.856667075	4.395869538	0.070861383	0.683236614	0.859995571	0	0.025718208	3.678116451	0.363275076	0	10.09585775	5.541452976	0	0	50.7801916	0	5.883722711	3.402437833	2.271917644	0	0.00357072	0	0.152433076	8.138935152	0	3.6524077
IL197	0	226.3547616	13.13903149	297.7279453	399.847186	0	0	9.634259863	24.04212309	0	0	0	27.86185886	0	0	0	0	0	1.392833793			0	21.26628968	0	28.69867162	38.49853154	0.343346679	0	2.532674226	4.452764408	0	0	0	0	4.207721845	0	0	0	0	0	7.840393496	0	0.788649913	0.993301385	0	0.120435548	4.619301043	0.185914774	0	17.08513281	5.0600687	0.564983659	0	51.02095661	0	4.937035338	2.713409966	2.293179207	0	0.031058102	0	0	1.232889066	0	0.513290376
IL199	0	188.2188027	59.93097058	477.0608775	123.9425364	71.84002992	8.966077508	22.98341797	16.21938806	0	0	0	30.47063788	0	0	0	0	0	0.367261556			0	32.43372415	0	44.15365565	13.82158055	1.00730668	0	1.417868756	6.901117977	0	0	0	0	0.264746233	0	0	0	0	0	3.997810234	0.547566436	1.212582891	0.437664555	0	0	3.041500091	1.973714663	0	1.455151774	7.574711535	0	0	66.32689164	0	2.464350388	3.663094479	2.120694951	0	0.09414622	0	0.414628742	2.067240984	0	2.608250413
IL201	0	103.7712765	49.73241005	367.7954302	396.7500144	16.23970975	0	14.26255268	5.528029019	0	0	20.75745666	25.16312077	0	0	0	0	0	0			0	24.52119215	0.085477654	33.00658676	32.72061598	0.149515155	0	0.308541032	1.962762976	0	0	0	2.211515655	3.708939504	0	0.986461574	0	0	0.338391564	3.738092454	0	0.672662315	0.704451609	0	0.02289989	2.546093327	0.278767407	0	6.316755833	2.991392537	0	0.383569009	73.40638045	0	1.628245886	3.006571332	2.672676168	0	0.016413927	0	0.259509352	1.232112048	0	0.123406458
IL202	0	124.3429222	74.74846293	452.0468594	187.0256035	49.78283876	0	10.64975743	13.57056235	0	1.036989715	0	83.25650532	0	2.662732222	0	0	0	0.876766289			0	18.33711881	0.332240897	46.78576299	18.83578888	3.412538981	0.004032932	0.423350971	3.780362071	0	0	0.838673205	0	7.119777993	0	0.130352266	0	0	0	4.013001961	0	0.906278173	1.152392471	0	0.022352317	2.289398764	0.130110867	0	22.57872199	6.232681377	0	0	47.51504618	0.028528256	2.299349895	2.810731252	1.364836456	0	0.022510879	0	0.308755777	1.995467972	0	6.329835408
IL203	0	130.2783281	67.01948718	462.4209567	189.4284632	26.25542559	0	7.780540676	78.46779485	0	0	0	37.32020394	0	0	0	0	0	1.02879977			0	18.50905109	0.473116578	46.73808108	17.44122191	4.956306806	0.022502399	0.323291299	9.620744397	0	0	0	0	1.320000739	0	0.384079268	0	0	0.211604437	1.376840778	0.468505722	0.175711551	0.057045407	0	0.027410485	0.690099664	0.058175907	0	4.995919532	4.465282193	0	0	75.85944186	0	2.645376117	2.430365823	0.733224467	0	0.009144057	0	0	1.926159928	0	4.081296509
IL205	0	114.795236	30.95588477	316.2954328	467.8518585	0	0.056672803	1.072439066	22.65937903	0	0	2.095345983	15.48209737	0	0	0	0	0	28.73565369			0	12.25983511	0.261160631	32.97604067	46.63205926	0	0	0.78156053	1.971297309	0	0	0	0	2.412515634	0	0	0	0	2.705530859	3.740494511	0.396675361	0.439075508	1.593693467	0	0.138065634	3.641974128	0.249269135	0	13.73467949	4.029007188	0.315254518	0.043079353	61.10875465	0.118683866	2.883783589	2.49156376	3.49307356	0	0.03140418	0	0	1.293566784	0	0.257901314
IL290	0	55.57054587	8.623636533	125.5816355	781.3514189	0.220685196	0	12.56756901	0	0	0	0	0.246514742	0	2.831178702	0	0	0	13.00681555			0	7.123208292	0.062508858	15.46357969	75.05641144	0	0	1.984959395	0.018896927	0	0	0	0	0	0	0.2904354	0	0	0	5.716174071	0	0.300250706	1.470783642	0	0.078894666	5.58426801	0.254291459	0	9.09990845	12.23492225	0.006670979	0	51.73416693	0	6.126304838	1.724621054	3.696695183	0	0.09485879	0	0.109052411	1.244016817	0	0.524119745
IL291	0	193.0903912	102.0683596	320.0718971	169.6991437	65.17477511	0	3.082060263	100.3181158	0	16.15629669	0	8.861786978	0	0.634884971	0	0	0	20.84228855			0	23.6862431	1.350663991	42.6549389	14.83174103	5.344001496	0	1.510732464	10.05296272	0	0	0	0	0.434948742	0	0	0	0	0.133767571	0.388381284	0	0.956701659	1.106106219	1.029490526	0	0.75074133	0.109349688	0	0.357375552	7.73698318	0	0	75.70605157	0	2.313013198	2.39133157	1.035920997	0	0.100320675	0	0.266821515	5.515141092	0	0.236269947
IL292	0	94.99381862	34.00463833	168.8881862	622.2784202	4.767709096	0.269730381	8.017621917	36.14660124	0	0	0	18.36011346	0	0.277496133	0.240879989	0	0	11.75478443			0	14.79525405	0.182264969	18.49189737	59.82930006	0.704708159	0	0.511293858	3.874204865	0.124036344	0	0	0	1.02222557	0	0.050808345	0	0	0.414006404	3.461236211	0.007096061	0.769740495	4.376101516	0	0.010325237	2.930062906	0.264672397	0	1.18174159	6.480094694	0	0.622697686	67.13755263	0	2.990903244	1.813382831	2.723315436	0	0.124269025	0	0.086255006	4.574655542	0	0.445897493
IL296	0	109.8501987	24.94516892	166.6547285	589.8473319	5.486139825	0	9.772744578	36.53186683	0.151116566	0	0	32.61670301	0	0.049306222	0.292885892	0	0	23.80180904			0	13.55079656	0.596784715	17.14341253	57.87134857	0.15324262	0	0.558830713	6.255352764	0.000119867	0	0	0.049388664	1.313671419	0	0.953684647	0.011430691	0	1.541936232	6.582797737	0	0.976858691	2.169746561	0	0.12767263	3.810662859	0.458821361	0	8.379277588	5.090616566	0.365729323	0.393123899	59.41722864	0	2.436220777	2.272371467	5.273500556	0	0.189665493	0	0	1.32818775	0	0.727518105
IL297	0	191.3337839	0	89.00183725	675.4417323	0	0	32.76083975	0	0	0	0	10.43162862	0	0	0	0	0	1.030178226			0	16.20465715	0	13.04372072	67.33908831	0	0	3.213035383	0	0.199498434	0	0	0	0	0	0	0	0	0	2.674747855	0	0.470402353	5.511743672	0	0.009455051	4.990425792	0.247535135	0	12.19055674	5.804063949	0	0	61.80270916	0	1.698040561	1.779143328	1.662564198	0	0.726094649	0	0	0.432517551	0	0
IL298	0	109.0996261	3.651693492	224.499775	616.6198552	0	10.06496508	6.590470216	0	0	0	0	11.54503678	0	0	0	3.718250392	0	14.21032767			0	20.87314646	0	15.47849633	53.02343093	0.034854119	0	3.143749359	4.58444273	0	0.750408901	0	0	1.899992512	0	0	0	0	0.211478652	2.404718525	0.112900257	0.78044149	0.303456978	0	0.051454355	2.560717315	0.048543367	0	31.66096489	3.679201	0	0	47.41914039	0	4.58282866	2.27164561	2.28870016	0	0.006093409	0	0.596521303	0.961846128	0	0.270826166
IL304	0	107.4075411	57.43909332	508.1035865	172.1662932	52.71619358	0	1.854248424	36.63546755	0	0	0	54.39557576	0	0	0	0	0	9.282000526			0	30.86721701	0.996234426	46.28853976	9.156286754	1.672097059	0	0	10.12355301	0	0	0	0	0.896071979	0	0	0	0	0	6.032861829	0	0.575635186	5.747943628	0	0	3.835335346	0.129176658	0	4.434237633	5.469361388	0	0	66.29279729	0	0.903012594	2.369417122	2.797156351	0	0	0	0	1.252750286	0	0.16031469
IL305	0	117.5344197	55.33363444	364.6409354	315.4407636	77.02362591	0	4.523628804	14.62432884	0	8.104733825	0	20.21635438	0	17.75699323	0	0	0	4.800581861			0	18.02864854	0.625016104	35.08138123	34.33450266	4.940302635	0	0.491510226	3.975720319	0.064045738	0	0.017709585	0	2.351899201	0	0	0	0	0.089263756	1.145216044	0.076064403	0.101826307	0.936737544	0	0.08791964	1.654431578	0.07390898	0	10.60294035	2.904328144	0.167364434	0	73.11679083	0	4.563209801	2.37812402	0.781724304	0	0.02755112	0	0.033232765	0.902956306	0	0.445673434
IL306	0	54.92603019	74.47435869	334.4991711	340.2295145	85.29859217	0	10.12636839	30.19590839	0	0	0	53.12341376	0	0	0	0	0	17.12664283			0	6.960104936	2.771717237	39.52150534	37.02219473	8.6613873	0	3.639659784	1.155475393	0.019727351	0	0	0	0	0	0	0	0	0.248227928	12.54669803	0	4.047765576	7.837740149	0	0	4.291888856	0.010470918	0	5.541185078	3.948114788	0.344014335	0.341602229	44.37141463	0	3.071447474	1.826257955	5.098011799	0	0.082754414	0	1.397298896	4.524391771	0	0.718943107
IL307	0	48.33993581	6.34974509	57.76075107	866.7304273	0	0	8.117209225	2.627993618	0	0	0	0	0	0	0	0	0	10.07393785			0	4.966738853	0.035806527	5.95513713	86.99069735	0	0	1.040231594	0.278659722	0	0	0	0	0	0	0	0	0	0.732728822	3.909942147	0.19791337	0.297676477	0.498790797	0	0.053199664	3.392921282	0.557130598	0	28.03602343	6.403644215	0.039498982	0	49.21186656	0	2.00753915	1.898142563	2.135420104	0	0.037902529	0	0.020475781	1.205459806	0	0.096452546
IL308	0	101.4031602	47.79582023	298.4792508	384.7328817	27.53207653	0	7.914267594	89.30327872	0	16.96200334	0	13.58430686	0	0.024132752	0	0	0	12.26882125			0	20.25276616	0	31.19657746	32.7137906	2.555544829	0.464842468	1.408400034	8.678336656	0.443475728	0	0.615154755	0.339604305	1.079935932	0	0	0	0	0.251571079	2.189634073	0.043122475	0.28471523	1.283931032	0	0.022221071	2.627465786	0.308776271	0	5.562665207	7.86912356	0	0.029713523	67.62065271	0	1.585095375	2.336177449	1.923144762	0	0.022924808	0	0	5.70678188	0	0.583854788
IL313	0	36.60203264	17.42819707	33.92556402	882.7236023	0	0	5.93172072	9.152070792	6.082609486	0	0	3.122172276	0	0.000640008	0	0	0.521924184	4.509466518			0	4.618067967	0.702216311	3.293810746	88.33482438	0	0.096491881	0.212095597	0.929321786	0.053649556	0.330463376	0	0.214089941	0.473445662	0.294779068	6.57876E-05	0	0	0.446677942	4.2382299	0	1.268850363	1.370415161	0	0.171886383	1.786589736	0.474704668	0	1.442164325	5.933865614	0	0	70.3932588	0	4.086016967	1.506735965	1.661572153	0	0.077516072	0	0.543694464	4.767034249	0	0.277465181
IL315	0	67.03015499	13.66562094	73.47800659	799.2948505	0	0	7.260789524	0.688321588	0	0	0	0	0	1.174984868	0	24.78933768	0	12.61793332			0	8.554728574	0.49812131	9.44461139	76.78048845	0	0	0.88695218	0.798422091	0	0	0	0	0	0	0.082836188	0	2.518469093	0.435370723	6.221177331	0	1.015841401	2.113322064	0	0.09729182	4.242566723	0.502592797	0	14.88967814	7.359661022	0.742453073	0	48.6423161	0	3.850759252	1.638485107	3.127133189	0	0.036458925	0	2.328569788	1.829918629	0	1.361774639
IL317	0	36.71391312	13.13033299	94.3894888	703.5233387	0.128958509	19.36439478	22.68870659	8.283389539	8.026127022	0	0.027795997	14.88075954	0	0.634434483	0	51.81770161	3.505022044	22.88563628			0	8.199752435	0.117055705	12.11110854	69.86520636	0.024991063	0.008491212	1.577242819	0.060213885	0.371759776	0.876246269	0	0.065192974	0.978896891	0	0.051039961	0	5.154886808	0.537915313	4.689030155	0	3.482566525	0.464409916	0	0.100072549	2.426954753	0.586550243	0	33.81219885	4.529105285	0	0.315630825	37.55758483	0	2.419759378	2.375278959	2.261354839	0	0.16560643	0	0.215170741	1.211519055	0	3.387206673
IL320	0	66.81491839	25.85555059	327.1200075	431.7735355	0	0	0	83.89732874	0	0	0	50.54287397	0	0.000613793	0	0	0	13.99517151			0	21.00230118	0.522922633	24.43100349	43.73959386	0.576839913	0	0.011833827	8.463869367	0	0	0	0	0.54909989	0	0	0	0	0.702535837	5.582383127	0	1.027253761	1.412096598	0	0.0384158	5.581202306	0.208797336	0	23.88650947	3.075656802	0	0.354458465	48.73679624	0	1.641416698	2.158858323	4.699563922	0	0.043685378	0	0	1.098765403	0	0.454140377
IL321	0	128.7662264	73.73664286	292.1381555	312.7596396	48.50524854	2.118613751	2.956289064	85.33308468	0	6.011204484	0	37.29129543	0	0	0	0	0	10.38359969			0	17.53397724	0.163276568	39.43734722	26.66853075	2.232658543	0	0.048505775	9.310726584	0	0	0	0	4.586068209	0	0	0	0	0.018909119	9.86793107	0	1.645848148	0.558335205	0	0	5.448837533	0.213784355	0	4.223948037	1.917344971	0	0	63.32867805	0	1.734869699	2.971204894	5.965371678	0	0	0	0.351506973	0.705257548	0	1.067081844
IL322	0	54.94804256	56.21149067	605.5871831	24.55046289	127.1707713	0	10.44842782	5.375905684	0	26.23511045	1.471657323	87.19362777	0.807320462	0	0	0	0	0			0	9.831194981	3.059758215	57.4121248	2.291750214	14.49431851	0	1.014322763	6.252780856	0.896456025	0	2.765315465	0	1.981978173	0	0	0	0	0	0.029791741	0	0.189896335	0.318095671	0	0	0.458242129	0.08025216	0	3.296362208	0.566275419	0	0	80.45529804	0	4.216653762	3.118244796	3.295338569	0	0.053883484	0	0.650765691	3.210333354	0	0.060566645
IL323	0	92.0695737	85.34420362	246.2072125	405.831373	58.19496532	0	9.219571682	33.08017702	0	6.320298747	24.22188477	29.6314151	0.658412838	4.585506852	0	0	0	4.63540492			0	10.85115855	0.638959657	31.35917196	44.24945921	3.354442578	0	0.048613813	5.571303468	0	0	0.724057767	0	1.202461527	0	0.45945006	0	0	1.540921409	0.012987857	0	0.006090677	4.980165898	0	0	0.110037528	0	0	0.214591923	9.800554157	0	0	79.49852029	0	2.3427866	1.219392449	0.204367111	0	0	0	0	1.374777892	0	0.235727618
IL324	0	151.9876	20.51518976	248.8090982	464.960098	45.71344923	0	11.65482237	1.763212449	0.659044748	4.652682904	0	38.70625115	0	4.937399451	0	0	0	5.641151829			0	15.92980062	0.387700566	26.47033979	46.5925071	4.526304202	0	0.633766746	0	0.100743465	0.125679843	0	0	4.976809704	0	0.256347977	0	0	0	3.588939389	0	0.73695785	0.197679732	0	0.007151427	2.623041275	0.132678202	0	37.20415478	4.258936192	0.660032029	0	39.81292993	0.277647925	3.363550621	2.174172318	2.176499246	0	0	0	0	2.406436404	0	0.37919268
IL427	0	141.3042738	17.47364959	357.9544512	342.5421028	14.20339904	0	11.68541487	50.71800043	0	0	2.611630602	46.38500487	0	2.079632314	0	0	0	13.04244052			0	15.46799889	0	39.81237546	33.74855708	0.580634386	0	3.549081079	4.207809218	0	0	0	0	1.378624415	0	1.04315367	0	0	0.211765803	5.253677169	0	1.250625885	0.705293357	0	0.064324976	4.517582962	0.289082974	0	6.227245925	2.510853322	0	0	71.68517843	0	0.624773592	1.947522837	4.02122234	0	0.007284154	0	0	0.630629901	0	0.264702174
IL428	0	70.76320429	38.94633456	332.3595385	420.3719282	79.09957473	0.553413255	4.823922889	17.67394728	0	0	0	26.68378602	0	0	0	0	0	8.724350253			0	12.4714415	0	32.71323018	39.74415766	7.693060213	0	0.290596815	5.389803896	0	0	0	0	1.697709739	0	0	0	0	0	0.161898198	0.96571314	0.060086395	4.667445189	0	0	1.676877545	0.024508064	0	9.636874765	4.771954334	2.588713939	0.207920586	63.18885653	0	2.40877634	2.403941716	2.925323018	0	0	0	0.367791271	0.674500257	0	3.268818714
IL429	0	117.3046063	39.64187525	352.1571294	324.9756209	49.08640341	0.742189994	11.84126921	21.3776223	0	0.975906413	0.145308191	76.77769392	0	0.246315107	0	0	0	4.728059587			0	15.21932475	0.238717248	33.83743395	28.65566679	4.275502341	0.239025431	2.575844471	5.523386442	0	0	0	0.031254356	8.315466397	0.074850206	0.167376632	0	0	0.846150989	5.150527471	0.424392263	1.465353893	3.505117684	0	0.089590388	4.113289596	0.968918974	0	7.990034252	3.510759563	0.135115429	0.116712982	60.11946952	0.151556809	2.638318622	1.936383724	3.43982931	0	0.060803802	0	0.078245736	2.29631846	0	1.809261522
IL430	0	161.8344605	35.18752033	306.6389051	342.1769729	44.04946144	0	21.78084124	44.40729312	0	0	8.034886971	33.59846761	0.379100248	0.384348909	0	0	0	1.527741635			0	14.94107087	0.961496715	29.91816321	29.27676114	3.683437347	0	1.884750518	8.397317358	0.093934826	0	0	3.435103471	4.118365052	2.550859306	0	0	0	0.738740189	9.485622807	0.001800403	0.415952378	2.946177807	0	0.170929808	7.605441114	0.831918534	0	4.434239443	3.996884637	0	0	60.12273919	0	2.551947582	1.651948577	4.662601781	0	0.0069881	0	0	0.681050752	0	0.433757089
IL431	0	121.084743	72.4960449	461.8226695	153.967852	3.947488512	5.966639352	17.55686354	48.28634247	0	0	0	66.81614868	0	0.074741967	0	0	0	47.98046615			0	21.01450217	0.240825321	48.85937425	12.87609547	0	0	2.16961524	9.956465412	0	0	0	0	4.572835218	0	0	0	0	0.310286922	0.558356835	0.061145816	1.776666797	5.233545917	0	0	0.792245469	0	0	12.10492095	2.863748269	0	0	58.13727192	0	10.89305367	1.57546177	0.619452466	0	0.627491893	0	0.396573897	1.332061223	0	3.028003107
IL434	0	179.9561992	45.01294479	309.0515096	247.590492	9.406820225	0	15.59100493	75.05779398	0	0	0	53.7309649	0	1.62107149	0	0	0	62.9811989			0	37.87096544	0	27.58693892	22.27287028	0.681841078	0	0.60423093	8.424216378	0	0	0	0	2.558936964	0	0	0	0	0	1.932422479	0.018332497	2.695244009	1.964617121	0	0	1.481586312	0	0	2.116047571	17.30478489	0	0	63.44330276	0	2.15161427	1.612877813	3.604624131	0	0	0	0	1.222538689	0	0.452007465
