FWK_CODE_K	%ivk07_Wein	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_mehrjaehrige_Graeser	%ivk07_unbekannt			%ivk13_Wein	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Graeser	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%Wohnbauflaeche	%TagebauGrubeSteinbruch	%SportFreizeitUndErholungsflaeche	%IndustrieUndGewerbeflaeche	%Halde	%Friedhof	%FlaecheGemischterNutzung	%FlaecheBesondererFunktionalerPraegung	%Bergbaubetrieb	%Wald	%UnlandVegetationsloseFlaeche	%Sumpf	%Moor	%Landwirtschaft	%Heide	%Gehoelz	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	% Flieﬂgewaesser	%Hafenbecken	% stehende_Gewaesser
AP080	0	101.5468308	92.01947961	301.2466529	297.6689215	145.5226992	2.231040727	7.366564854	37.88282421	0	0	5.708768515	5.81219701	0	0.266363743	0	0	0	2.727656967			0	9.95937901	2.881807889	28.41935713	28.54131997	15.35226456	0.162527707	0.719390178	12.01325398	0.586904439	0	0	0.334854371	0.447036551	0.141221392	0.351084061	0	0	0.089598757	2.192071893	0	0.477306518	1.123635854	0	0.00108737	1.763316712	0.172815096	0	4.004874183	4.83503047	0	0	78.40610202	0	1.92498556	1.754156714	1.462071915	0	0	0	1.071217163	0.677259331	0	0.134069198
AP085	0	44.11491605	73.9155394	426.2405947	193.8972703	194.2297601	0.986752778	2.212889818	44.52863115	0.353669257	0	1.754788536	13.11767334	0.633386156	0.086625953	0	0	0	3.927502457			0	6.098035588	1.42673828	42.45159107	17.8408888	19.27970266	0	0.413247663	9.965451157	0	0.036033933	0	0.258378468	1.701274499	0.086256917	0.110861948	0	0	0.331539009	4.973945277	0.010202341	0.228705947	1.029282933	0	0.113632134	4.589270144	0.805844153	0	3.324681494	4.261541453	0	0	71.83421554	0	2.58304878	1.290658296	2.723872134	0	0.010461335	0	0.09627078	0.882977889	0	1.24138937
AP090	0	22.94168525	99.43880388	189.4868621	548.1542424	39.32903764	0	10.99036506	21.88960081	0	4.209699338	0	10.50447084	0	24.28523846	0	0	0	28.76999416			0	3.446666447	8.389379739	17.31546195	55.30356762	3.917657135	0	0.660816737	5.574702477	0.266265669	0	0.705322895	0	1.619304341	0	1.741926479	0	0	1.058928508	1.511285067	0.152384436	0.858462785	0.695830713	0	0.027607072	0.935794814	0.112178325	0	28.97779889	3.656907229	0	0	46.07177465	0	3.881802762	1.49870765	2.063260102	0	0.074230079	0	0.987312312	1.169573302	0	7.325089811
AP091	0	38.70449341	54.16027881	419.96355	36.79227345	344.3607338	0	0	0	0	28.19675553	64.55354849	0	0	0	0	0	0	13.26836654			0	2.751710268	1.53505957	32.7793515	26.84366409	17.67296713	0.021586845	0.554748609	3.691961653	0	0	0	7.517102305	5.138761078	0	1.489992447	0	0	0.003094517	8.937302956	0	0.530578498	2.548322274	0	0.150907205	1.886027467	0.624593971	0	22.179582	8.939036391	0	0	28.07085407	0	6.556167555	5.278025855	4.062415928	0	0.190228701	0	0	5.531214503	0	4.514742621
AP092	0	0	61.82527047	662.4826807	48.76651583	208.9279507	0	0	11.60843101	0	0	0	6.241539162	0	0	0	0	0	0.147612177			0	0.225174106	3.527674387	61.58004074	6.66148675	22.41307756	0	0.02615521	3.421957807	0	0	0	0	2.144433436	0	0	0	0	0	4.225862523	0	0.216727036	1.162487982	0	0	3.611613721	0.140849433	0	1.424132379	3.738895367	0	0	66.77568591	0	5.289318706	1.694009427	3.32039993	0	0	0.242484111	0.497102537	1.47333528	0	6.187095654
AP093	0	71.80330548	108.6819812	229.1028392	464.7365384	19.71063333	22.69906756	20.75160731	20.31679124	12.03752129	0.184202397	0	18.45917806	0	4.24713035	0	0	0	7.269204181			0	6.54579073	6.795759223	27.83137185	41.24607524	3.384167183	3.041530422	0.984850097	4.775471862	0	0.210985557	0.206600382	0	4.599015941	0	0.322764952	0	0	0.055616563	1.771337523	0	1.33376601	0.834396656	0	0	1.851272735	0.004768898	0	7.364901101	3.967260547	0	0	49.38274969	0	0.846811263	0.989047201	2.992754754	0	0.070499141	18.29127449	0.61871113	0.242682961	0	9.437765901
AP097	0	19.61424035	78.24728762	206.8388897	342.5337139	63.35905663	0	0	230.1820458	7.443625208	3.780815748	0	21.86909524	0	3.394448831	0	0	0	22.73678097			0	0	3.02773843	21.19155279	32.70040773	3.890475935	0	0	24.78936139	0	0.688836951	0.405136971	0	12.3136223	0	0.760104909	0	0	0.2327626	0.750559039	0.156732125	0.317975722	0.537756775	0	0	0.902984836	0.000541439	0	15.83940451	6.328872894	0	0.512704843	36.50581694	0	13.3702733	2.982184809	3.333756	0	0	0	0	8.933378256	0	9.527058506
AP098	0	73.03688406	76.9227388	445.6728169	105.3598268	143.8296995	0	37.07510796	12.34162801	0	14.93220506	0	65.43558654	0	0.730487845	0	0	0	24.66301856			0	8.200308954	2.489536895	50.67671148	9.303866416	11.33182791	0	1.092091096	5.643121512	0.001722001	0	1.08440683	0	9.667722116	0	0.148417175	0	0	0.360267616	6.619979244	0	0.783220845	1.387127661	0.018788856	0.093576371	5.370339279	0.287814014	0	9.457394986	4.668727197	0	0	60.83333441	0.026904222	0.88480701	2.543478669	4.899005151	0	0.107514276	0	0	0.628392623	0	1.38959518
AP101	0	35.57316902	53.44244409	151.3141372	652.5952587	0.206916246	7.38751E-05	3.835397028	24.11550431	0	40.62552188	7.127840171	14.74366651	0.733150634	5.783479968	0.485560326	0	0	9.417880048			0	4.417041225	2.759581039	14.65260967	65.17405135	0.02117355	0.014361673	0.263957174	6.388460161	0.176539505	0.06770922	3.867330908	0.83107986	0	0.207087495	0.634152486	0.019117243	0	0.505747443	4.244022888	0	1.382797498	2.511779289	0	0.06857116	3.440171337	0.81368972	0	2.443245429	9.784518632	0.708038833	0.153460633	57.86375312	0	5.151833497	1.495953585	3.271583051	0	0.348008434	0	0.075366356	5.616569189	0	0.626637346
AP102	0	39.5512949	192.9419691	228.2727549	287.1254375	0	0.577404153	5.869684212	43.45644593	5.160859747	156.7096504	0	12.45715644	1.712869703	2.728124271	2.650638227	0	0	20.78571067			0	6.036453137	8.208667906	25.03262255	29.02322827	0	0	0.676302576	11.53429752	0	0.723498663	14.33642611	0.123229487	2.090768016	0.343480949	0.408441632	0.06885492	0	1.393728256	6.953275062	0.229024274	0.834061864	4.602015862	0	0.147156221	6.732327546	0.469891607	0	7.495417922	10.27007489	0.002851526	0.084648432	49.71157746	0.017047411	3.004849343	1.280009555	5.439510206	0	0.427764184	0	0	1.978624743	0.016284168	0.303587724
AP107	0	40.7986943	113.2136812	302.1940131	179.8276725	6.479475499	7.364425281	18.51186915	49.51799907	0	200.4331913	5.183144245	49.33458064	7.087276236	1.52742419	0.739475863	2.522140906	0	15.26493654			0	9.629566753	8.939740642	27.71525154	17.81387045	0.758932617	0.555127646	0.648935185	12.75050699	0.013850188	0.011284556	15.63657699	0.659076602	3.488706983	0.623531331	0.483656757	0	0	0.271384762	6.54912725	0.065370728	0.890500591	2.43123249	0	0.225340001	5.679636034	0.412312746	0	9.46906764	7.766243684	0.309603094	0.089360711	54.16320393	0	4.231428687	1.394375264	5.077154805	0	0.028708757	0	0.034583047	0.754947476	0	0.427803067
AP114	0	90.94016435	38.15633628	374.5090152	403.2097982	7.723371302	12.32227841	0.478751663	48.90941145	0	3.939282868	0.236046128	1.094274322	0	0	0	0	0	18.48126982			0	6.342185253	2.842686474	30.62895213	40.20479812	5.020848724	0	0	12.17557955	0	0	0.398965737	0.041982277	0.328408154	0.783422369	1.232171222	0	0	0	3.488725168	0.109935613	0.217236935	3.597326998	0	0	2.540784313	0.080429025	0	17.21190958	6.910732806	0.000768808	0.104071607	55.87320533	0	3.210385637	1.64246828	3.371682082	0	0	0	0	0.876650697	0	0.763687117
AP116	0	43.54366422	80.46492972	494.6019268	176.7917581	54.25612301	0	5.384383545	102.1229105	0	29.70911537	0	10.93073066	0	2.194458102	0	0	0	0			0	1.628507638	2.55176878	60.06887592	17.07503888	2.499926576	0	0.129847203	11.80424373	0.541702019	0	0	0	1.421352173	0.264317721	0	0	0	2.014419364	1.877605186	0.341010567	0.056330634	13.70670095	0	0.013175663	2.276254255	0.059526484	0	37.30513897	6.03859766	0	0	26.33529231	0	3.349757895	1.3113166	2.648324558	0	0	0	0.371684838	0.960711385	0	3.348572046
AP117	0	48.32721382	126.598961	309.0330318	228.1109067	95.48210622	1.811327275	12.2748727	56.76502482	0.484590483	81.16057588	3.270294817	23.06017072	0.714574512	1.187159717	1.322471336	0	0	10.39671823			0	2.768061464	7.625121961	35.66148923	19.66783778	6.390951921	0	0.353714052	15.72770916	0.174989963	0.084569123	7.791189029	0	2.640159283	0.298625296	0.288030772	0.025935827	0	0.501615131	6.028335812	0.140999169	1.413454705	3.145087276	0	0.225651764	2.642643031	0.271904105	0	3.33570717	5.385744336	0.003920474	0.007729599	58.84099868	0	4.369792363	2.155175464	3.302277053	0	0.24797973	0	0.431898199	5.470451668	0	2.580249404
AP120	0	107.2417892	29.21190867	230.7663437	496.1981612	0	8.656422719	39.51786435	36.88526608	4.428897958	0	0	43.9312333	0	0	0	0	0	3.162112808			0	9.511130057	0.262864524	27.82027064	50.5281507	0.516459387	2.75158121	1.302480293	4.988498769	0	0	0	0	1.65215558	0	0.59793016	0	0	0.068478688	7.31335396	0.516841096	2.994356913	1.501798677	0	0.12534105	4.787805806	0.806506588	0	6.034415748	6.48035499	0	0	59.54230756	0.022840711	2.847419328	1.305001282	3.78435312	0	0.057242536	0	0.022579625	1.624132555	0	0.233348451
AP123	0	61.40986648	38.33803149	166.8286609	647.4875095	0	9.001054792	11.96225929	22.20997833	0	0.057241991	0	21.45406175	0	2.480631694	0	0	0	18.77070379			0	7.073782652	1.076165135	19.63999936	65.41986125	0	0.822387967	0.82144363	2.11266266	0	0	0.005869511	0	2.676686912	0.052085195	0.086191532	0	0	0.212864201	8.709416718	0	1.573723091	3.041849557	0	0.070920986	5.936245025	1.756280046	0	6.001276924	5.902406099	0	0	53.19766716	0.242145873	4.540087151	1.028415966	5.581748211	0	0.167518687	0	0.224868615	1.902831545	0	0.122598344
AP124	0	44.70191322	43.15708566	319.4440692	415.5461686	42.47350752	7.567809715	43.62026756	11.24630308	0	13.65851747	0	32.82804027	0	4.211695111	0	0	0	21.54462259			0	8.692956624	3.088128764	38.27721354	37.99700012	2.70008246	0.654981956	2.089047141	2.23147283	0	0	0	0	2.727879136	0	0.989458819	0	0	0.551778602	3.333143779	0	0.040370437	0.080074552	0	0.013303092	1.357323918	0.12379103	0	38.46732763	2.10486337	0	0	47.45439458	0	2.602439272	1.331213227	2.367133512	0	0	0	0	0.562923578	0	0.161698027
AP128	0	95.52674214	35.07205121	360.592669	436.9837466	0	0	35.51898386	11.74282896	0	5.281200592	0	18.77611854	0	0.505659024	0	0	0	0			0	11.4166831	0.588390328	27.91509999	42.99245442	3.945456454	0.740680521	5.221303111	3.883178848	0	0.105491042	0.515105244	0	2.024239783	0	0.651917164	0	0	0	3.453282876	0	0.566836673	0.001243714	0	0	5.096878069	0.134662088	0	7.234498977	8.733326972	0	0	63.31537275	0	1.542567944	1.293810805	4.358583686	0	0.023823378	0	0	0.499441065	0	3.745671006
AP129	0	27.51090017	202.5839447	212.1150444	219.6522143	4.289026735	4.944309831	12.10121994	37.04487253	0.690995309	191.446789	0.53885618	22.15680058	1.424386585	4.779836654	3.391446436	38.61132819	0.121770112	16.59625833			0	4.768418742	16.78251716	23.80305807	19.56588924	0.420821078	0.007702562	0.405834383	10.94215716	0.325910333	0.137858972	14.72964638	0.059715081	2.200918209	0.228827577	0.649969503	0.848958206	3.994492035	0.127305302	4.294369166	0.072351	0.615232072	2.781860707	0	0.074610893	6.443064897	0.273607647	0	14.79537494	4.779383954	0.050817251	0	54.02993389	0	2.811420196	1.561685585	3.834033252	0	0.053363989	0	0.180787694	0.924696736	0	2.423406136
IL001	0	74.54929308	63.7887729	322.5244061	327.2334528	14.66823748	4.544531315	25.31596878	50.23577238	0	0	1.013012011	0.846963568	0	2.690618661	2.885157899	0	0	109.703813			0	6.544766143	0.642614804	29.55791522	51.56011814	1.978847261	0.538836334	4.640924657	3.434602902	0	0	0	0	0.356527482	0	0.414393694	0.091156661	0	0.239296697	1.307746985	0.089945557	2.376826206	1.548725727	0	0.006590773	0.48606023	0.527839427	0	29.82411148	7.476215121	0	0	14.14054607	0	4.599209392	3.336744404	1.459567216	0	0.334048353	0	1.068824184	26.46484129	0	4.952157587
IL002	0	103.2270147	144.0140824	319.5667993	237.1073679	62.48908475	4.521519326	35.12884478	30.00060223	6.634964049	9.760461793	0	18.36523054	0	5.759929853	0	0	0	23.42409829			0	16.71106554	9.43358748	33.78021712	28.31248325	2.99183186	0	5.706410959	1.739282121	0	0.856142754	0	0	0	0	0.468978924	0	0	0	1.238804199	0	1.243581449	1.606038011	0.131586452	0.004085407	0.869257942	0.629194994	0	15.0816452	6.371421927	0.449659036	0.517597851	37.2903511	0.051500998	5.017731197	2.404983271	1.525407424	0	0.691634024	0	0.100431224	19.49273782	0	5.282350472
IL005	0	123.7831873	23.71037117	239.4067595	483.2974214	64.95955701	0	15.43974303	2.613766702	0	0	10.29397295	36.2862339	0	0	0	0	0	0.208987017			0	15.04471767	0	21.25673656	47.12694557	7.965157535	0	0.110084024	2.459841269	0	0	0	1.797840853	4.083974858	0	0	0	0	0.154701665	0	0.105646237	0.075115194	1.131094956	0	0	0.153909057	0	0	38.39485639	2.524546023	0.941852568	0.308049865	38.90128283	0	3.134849871	2.137660319	0.873122014	0	0	0	0	6.164554023	0	5.153460655
IL064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.49552937	0	0	0	0	0	0	0	12.3241067	0	0	0	0	0.654161569	0	0	0	0	0	0	12.52620236	0	0
IL092	0	79.41518599	52.22225963	371.780905	369.3622512	1.492705239	2.381564637	12.08325704	43.18376914	4.252596292	0	0	34.58700894	0.448168075	1.034073338	0.721466082	0	0	27.03478937			0	17.28401147	2.422953249	32.84848228	33.25453581	0.257333852	0.292900889	1.247056074	7.429746412	0.109341385	0.397047679	0	0.207715944	2.508714059	0.046121459	0.123887006	0.074246851	0	1.495905589	3.483244093	0	1.613267181	4.156593359	0	0.070355583	1.641367495	0.264899933	0	15.85908095	3.110930658	0	0.023118268	55.87284957	0	1.883747604	3.056419607	4.404309785	0	0.130538144	0	0.587929185	1.134439997	0	2.706908591
IL095	0	107.2897952	6.237495615	122.9574646	704.7402087	0	0	5.002395858	8.974247054	1.971812528	0	0	34.57719855	0	0	0	0	0	8.249381862			0	19.63258845	0.052472252	14.96096328	59.56796549	0.536061689	0	0.502189661	1.387756816	0	0.305211653	0	0	1.400854047	0	0.069767133	0	0	1.584169531	2.113013589	0	0.452147132	0.447689398	0	0.013589838	1.205740387	0.027330952	0	12.59428139	5.934305086	0	0.027547412	67.70383657	0	4.770289144	2.158273047	1.421650995	0	0	0	0	1.082601215	0	0.047703839
IL096	0	106.5917793	18.26766365	179.3592505	610.9151167	6.458807956	1.777093545	11.24522015	17.81434116	1.172765599	0	2.098892575	18.40677669	0	4.981078074	0	0	1.509790377	19.40142374			0	15.39234861	0.52440424	16.77096916	59.78339997	0.56408412	0.011148349	1.120157456	2.881961977	0.151893419	0.117987016	0	0	1.57047899	0	0.316644806	0	0	0.794521887	8.349009365	0.007719873	1.965799351	2.515689127	0	0.073660961	5.446158047	0.813210249	0	2.963373403	5.967654032	0	0	59.85101968	0	2.068812553	2.341088273	3.571928954	0	0.177426275	0	0.266630481	2.839036228	0	0.781783151
IL098	0	79.49849549	38.71653958	180.8101194	639.3660633	0	0	3.433054655	0	0	0	0	10.81628723	0	0	0	0	0	47.35944029			0	28.56585361	0	8.006429092	51.28328364	0.299016144	0	2.544169114	2.869348398	0	0	0	0	2.345417371	0	0	0	0	4.086482623	0.189775802	0	0	0.052706766	0	0	1.343741419	0.004709352	0	33.16690306	7.079658322	0	0	46.4757894	0.91207173	6.205514335	2.285427941	0.578490939	0	0	0	0	0.439676272	0	1.265534671
IL099	0	64.74091952	18.03849136	280.9690388	496.2559595	3.971678686	3.462521029	2.085433501	78.1791659	8.425739152	0	0	25.99272063	0	0.048577763	1.17000831	0	0	16.65974586			0	21.44858965	0.10845724	25.19444445	46.03030027	0.218157728	0	1.357397285	2.135978348	0.0011621	0.060381364	0	0	3.045214568	0	0.016098555	0.117141825	0	0.266676625	3.443394846	0	2.265224856	1.974943439	0	0.017163501	1.621708128	1.011239938	0	6.524022333	5.930244479	0	0	68.2663644	0	0.916992229	2.106331975	2.475408569	0	0.290438369	0.439647901	0.141293749	2.053848463	0	0.521732831
IL101	0	77.31825957	31.86999716	222.217559	561.8947653	4.753903079	3.197029065	13.6771157	22.27999375	0.060238282	0	0	14.52128572	10.63623607	1.049795727	0	17.11536998	0.540693387	18.86775822			0	11.70359191	2.20381469	20.11582933	54.21055111	0.900720549	0.081912281	0.574815399	3.931731734	0.42498448	0	0	0.013268232	1.628397537	1.289985282	0.169381882	0	1.729530632	1.021484948	4.48848594	0.015496844	0.602280689	0.972449648	0	0.079735041	3.648116778	0.185914466	0	24.02335902	5.883783686	0.119849266	0	48.19278109	0.002868316	2.799401601	2.470715895	2.941825697	0	0.103211867	0	0.324976274	1.765055657	0	1.379692218
IL102	0	104.4003912	8.56525009	120.164758	711.4405017	2.422997879	0	19.91725165	23.5825434	0	0	0	0	0	0	0	0	0	9.506305996			0	12.49022085	0.213198064	20.15738006	62.0253991	0	0	3.039378543	1.046682461	0	0	0	0	0.2201057	0	0.384767682	0	0	0.422867547	4.064335235	0.128599336	0.259247235	1.46834558	0	0.075863848	3.645254517	0.234835843	0	18.64841984	9.704123991	0	0.413855343	52.75024321	0	3.138524908	1.670611002	2.615693459	0	0.059110213	0	0.111771467	0.794320679	0	0.216844298
IL103	0	108.0449957	22.97619301	483.0129995	220.8521613	86.74943922	0.187169176	16.23544777	40.00614847	0	8.343311031	0	7.008294312	0	0.535402988	0	0	0	6.048437588			0	11.17113433	0.333003437	45.58963107	26.35001032	5.330074936	0.535956495	1.453975358	7.91045944	0	0	0	0	0.934321359	0	0.391433255	0	0	0	4.394072873	0	1.348152196	1.682699826	0	0.092992224	4.667260427	0.181587833	0	4.075470654	4.35505332	0.126994721	0	52.49383192	0	2.761475702	3.013219475	3.384304094	0	0.36054829	0	0.810862466	13.02158142	0	3.229892564
IL104	0	57.90421282	2.787427579	32.06489116	886.7638999	0	0	0.636440381	0	0	0	0	16.3705346	0	1.292143289	0	0	0	2.180450234			0	9.707764595	0	7.358058846	82.0047205	0	0	0.247589681	0	0	0	0	0	0	0	0.0465837	0	0	0.635282676	4.99288887	0	0.870679994	1.268956835	0	0.043743432	2.645768809	0.591864208	0	7.898031443	3.227956505	0	0	65.96086758	0.005667184	4.980677141	1.394455166	2.453519666	0	0.079108349	0	0.23670049	3.11583774	0	0.233276589
IL105	0	0	0	0	987.5124099	0	0	0	0	0	0	0	0	0	0.08703128	0	0	0	12.40055885			0	1.513069914	0	0	97.93522619	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5517039	3.850221536	0	0.929622388	0.946171893	0	0.120205204	3.086046424	0.248091211	0	15.85176764	0.32446916	0	0	69.45928108	0	0.316388675	1.18853202	3.162335951	0	0	0	0	0.413902078	0	0.102964739
IL106	0	105.2268901	67.54783235	378.4665166	228.8003691	27.51166055	10.77085691	10.88163157	65.58454208	1.372660439	5.917698192	6.187499345	86.58389308	0.146834763	0	0	0	0	5.001114912			0	27.18144515	1.85794345	42.15611322	18.24569387	0.323362327	0.747507531	2.397625983	3.62404493	0.682355884	0.138978449	0	0.514867625	2.130061576	0	0	0	0	0	6.381269179	0	1.551895871	1.764798891	0	0.120098584	1.723766396	0.036982313	0	3.461362591	2.300412527	0	0	73.93816863	0	1.029556352	3.194259529	3.697511158	0	0.029378707	0	0.11990573	0.4705511	0	0.180082447
IL107	0	115.1242436	12.03949348	122.9408844	651.0791342	0	0	19.62729425	22.28791975	0	0	0	39.58028977	0	0	5.127398065	0	0	12.19334242			0	22.61847611	0	11.70041998	51.25440618	0	0	2.227960181	10.09394646	0	0	0	0	1.401892548	0	0	0	0	0.702898542	4.60769915	0.685256694	0.655527311	2.829549573	0	0	6.442749	0.029402246	0	4.0564083	8.707964354	0	0	53.36397413	0	7.935898082	2.980168307	2.350717451	0	0	0	0.111268233	1.414822962	0	3.828594208
IL108	0	141.7261987	3.768032505	167.7770801	625.1848345	0	2.084076987	22.50713353	17.51598072	0.100217002	0	0	9.665423865	0	0	2.764182723	0	0	6.906839474			0	22.95545518	0.487566059	21.56297263	47.03709427	0	0.301366777	1.836343216	4.263068754	0	0	0	0.001713732	0.663498913	0	0.175028333	0	0	0.715892137	3.73121693	0.020957361	0.77299925	2.986753168	0	0.046616532	2.611711043	0.299881155	0	4.66616523	8.222660724	0	0	65.53915258	0	3.910092863	2.22067604	2.420912046	0	0.263420409	0	0.068095841	1.259566428	0	0.959122398
IL109	0	143.2048561	3.104100992	172.2358918	649.8569344	0	0	10.35095167	0.167972871	0	0	0	10.41784444	0	3.293057851	0	0	0	7.368389896			0	33.08870656	0.448004688	19.16764954	38.34691197	0	0.167674588	5.688113456	0.748333826	0	0	0	0	1.524392653	0	0.218177705	0	0	0.602035018	0	0.378707203	0.185483229	0.028045471	0	0	0.321918791	0	0	27.92332933	8.259145813	0.006647742	0.443958796	54.56975469	0.376365492	3.006894347	3.301135189	0.651843058	0	0	0	0	0.504121459	0	0.042649387
IL110	0	170.1358332	6.2827108	184.8765115	575.4064954	0	0	18.60321499	8.52039367	0	0	0	28.43076246	0	1.051042962	0	5.896945888	0	0.796089151			0	18.51247297	0.06069293	22.21545065	51.0746757	0	0	3.789645042	1.943825109	0	0	0	0	1.704856534	0	0	0	0.591613023	0.106768039	3.966486518	0	0.539729236	1.829861524	0	0.070750843	1.978352765	0.263993653	0	15.67240558	10.9318177	0	0	54.56541193	0	3.591869722	2.281839632	2.377202061	0	0.075617431	0	0	1.425107564	0	0.42955384
IL111	0	137.3232968	18.18250445	107.9179095	657.157454	0.681147685	0	18.83249953	29.57577155	3.317705488	0.635317851	0	16.27314587	0	5.210350532	0	0	0	4.892896698			0	18.18929458	0.384007053	11.64007537	61.03882674	0	0	1.619608661	5.781857865	0.163945184	0.255189065	0	0	0.328907307	0	0.063659889	0	0	0.534628284	4.195901271	0.142724148	1.429489041	2.86258786	0	0.022237468	2.207067714	0.603165065	0	3.406441344	8.772168468	0.001798668	0.074493299	55.28811782	0	4.916199037	2.457390492	2.335587496	0	0.085095215	0	0.305951774	6.402799169	0	4.490784648
IL112	0	95.3956125	0.911231086	102.3841771	752.4662848	0	0	35.84656894	0	0	0	0	0	0	0	0	0	0	12.99612558			0	18.04524937	0	9.767804828	67.02283071	0	0	3.430830996	0.13079414	0	0.334718754	0	0.121385255	0	0	0	0	0	1.146385943	3.965929409	0.251448502	1.372347935	3.935541062	0	0.070878622	2.004754905	0.897910566	0	7.066096057	11.12206606	0	0	59.01358763	0	2.925120655	1.986581336	3.296412716	0	0.126606809	0.003626624	0.195232003	1.117070159	0	0.648788954
IL113	0	56.11090292	0.636839692	45.61553505	873.463043	0	2.882033534	10.04202766	3.109003754	0	0	0	1.162645589	0	0.252526852	0	0	0	6.725441964			0	6.726327012	0	5.104231384	84.89631576	0	0	1.725130968	0.740066198	0	0	0	0	0.408344372	0	0.021357536	0	0	0.378226766	3.303751647	0.010803779	0.295063913	1.128488815	0	0.018106407	1.645094358	0.204301678	0	31.06826247	4.781004471	0	0.013770267	50.6066742	0	1.881909308	1.4739854	1.930268422	0	0.021469447	0	0.266270757	1.078155861	0	0.272618804
IL114	0	239.4784128	0	226.0072334	480.4058976	0	0	8.571177375	0	0	0	0	0	0	36.21115821	0	0	0	9.326120631			0	27.79556206	0	15.75457327	51.6256492	0	0	3.897561563	0	0	0	0	0	0.099563959	0	0	0	0	0.827089945	12.53542636	0	2.014229469	3.836647686	0	0.081234649	5.466529095	0.357459203	0	8.461325703	7.992036078	0	1.12464549	42.85697275	0	1.695606698	2.250311235	6.686277161	0	0.433335858	0	0	1.815337428	0	2.392625134
IL117	0	154.8799686	2.860781396	81.59948996	725.3857914	0	0	8.296721206	1.481916294	0	0	0	6.427513529	0	0	0	0	0	19.06781762			0	22.15455536	0	11.76106623	61.51038669	0	0.432731758	2.472563545	0.972758212	0	0	0	0.067289607	0.144714944	0	0	0	0	0.483933657	4.848768316	0.200184839	0.738538381	1.963380021	0	0.102601344	3.279561618	0.263036112	0	7.830390521	4.695509229	0	0	67.84585553	0	0.733842068	1.253963662	3.712517198	0	0.040115222	0	0.102017428	2.294073234	0	0.095645279
IL129	0	71.64495842	14.84218886	112.8429923	713.2976099	1.824490791	0	7.280261639	41.25569929	0	0	4.827036694	14.02558846	2.309509306	0	0	4.884762216	0	10.96490205			0	11.01016452	2.006974245	11.37443169	67.9563302	0.435026438	0	1.228688153	3.855861907	0.11549754	0	0	0.120218091	0.867860616	0.140265135	0	0	0	0.88868147	3.959757072	0.004569328	0.424818133	1.032868225	0	0.058920559	2.775813824	0.215264412	0	35.17663223	4.124774421	0.13758698	0.05195474	43.32677231	0	1.60802245	2.097385656	2.404873186	0	0.035639675	0	0	1.240707815	0	1.323638993
IL130	0	67.18679382	30.00869448	36.90787225	812.1304353	0	0	9.920617726	9.666685681	0	0	0	9.299263861	0	21.18966449	0	0	0	3.689972407			0	10.07180842	0.132515384	7.480349375	77.25161721	0	0	2.612530593	0.231889269	0	0	0	0	0	0.078804428	1.910954021	0	0	0.229531296	0.168055243	0	0	0.017494934	0	0	1.033390722	0.023545795	0	39.59233358	6.438511682	0	0	46.81916673	0	1.259000504	2.584756885	1.039946196	0	0	0	0	0.986074392	0	0.037723339
IL135	0	158.7434202	13.87384046	579.2781315	174.8222191	25.55150314	20.39541493	3.477240335	10.68310008	0	0	0	9.032034962	0	0	0	0	0	4.143095278			0	16.87389401	0.396168476	44.70074565	14.30573671	1.91736635	2.271592057	0.503425568	4.29975744	0	0	0	0	4.692373177	0	0	0	0	10.03894056	5.194476053	0	2.71345824	2.137194361	0	0.020083513	2.40743243	0.300252129	0	28.7543966	7.216380868	0	0	38.35722385	0	2.58967734	3.095834058	2.39955856	0	0.206841261	0	0	3.963066321	0	0.644124419
