FWK_CODE_K	%ivk07_Wein	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_unbekannt	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Graeser	%ivk13_Wein	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Graeser	%FlaecheBesondererFunktionalerPraegung	%FlaecheGemischterNutzung	%Friedhof	%Halde	%IndustrieUndGewerbeflaeche	%SportFreizeitUndErholungsflaeche	%TagebauGrubeSteinbruch	%Wohnbauflaech	%Bergbaubetrieb	%Wald	%UnlandVegetationsloseFlaeche	%Sumpf	%Moor	%Landwirtschaft	%Heide	%Gehoelz	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	% stehende_Gewaesser	%Hafenbecken	% Flieﬂgewaesser
UM042	1.995154464	0.335043145	0	1.406029693	8.568579299	0.054717091	0.311965032	0.125669183	0	3.123567946	6.957210333	10.91521942	47.32603919	9.685825613	5.160393481	0.07908506	2.260658393	1.694842659	0	2.871783602	0.494862036	0	2.521219009	7.293080801	0.022907569	0.274558967	0.10230166	0	1.098162801	11.13542857	5.547386568	47.75988324	10.2557645	5.34706127	0.325774504	2.38521078	2.564614125	0	0.641951491	3.592886955	0.161126486	0.037676254	1.943244839	2.283573582	0	7.556194045	0	11.09942669	7.124291166	0	0.044031264	54.44251452	0.001250103	4.207500283	0	4.818000552	0.000352511	0.073532004	0	1.237953158	0.225262358	0	0.509231744
UM220	0	0.025066406	0	0	0	0	0.123002791	0	0	0.14548648	0	0	0.100586447	99.60585788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101498213	0.232276858	0	99.66622493	0	0	0	0	0	0.583331682	1.375225651	0.117053836	0	1.597001664	1.340376859	0	7.74178764	0	47.39773986	9.21842709	0.031811227	0.104642043	17.36452449	0	4.152737282	0	4.708702662	0.012852728	0.169604531	0	1.996291318	0.645391715	0.019909045	1.422588684
UM346	0	0	0	0	2.951926416	0	0	0	0	6.760451258	3.293347327	4.258285697	18.26154259	60.38492101	0	0	1.202071726	2.887453976	0	0	0	0	0	10.27356762	0	0	0	0	0	7.88834194	0.244569985	12.93677032	68.65675014	0	0	0	0	0	1.669358189	3.097609204	0	0	20.4544197	5.266683529	0	15.67489886	0	0.672035703	8.301994636	0	0	14.83324111	0	5.192230333	0	20.76706424	0	0.177653505	0	0.562374985	0.019767414	0	3.310668594
UM318	0	0.479839789	0	0.17383375	3.983134143	0	0.275848143	0	0	2.36057969	4.273261434	4.705604213	30.07411821	43.74353874	0.272360099	0	2.643718846	7.014162939	0	0.599596761	0.935139907	0	0.189780576	4.483155785	0	0.11769462	0.196759894	0	0.307881916	5.871362417	0.226062049	26.91439351	48.00507646	0.099142515	0.466578163	2.065035806	9.522339628	0	0.878902752	2.76530527	0.296027001	0	3.413389809	2.281906386	0	16.56992344	0	12.27139666	9.239590468	0.356758025	0	38.42604008	0	4.203467431	0	5.964087346	0.020627842	0.183511775	0	0.377529774	0.481225599	0.014761502	2.255548834
OM046	0	0.005873102	0	0.003195089	2.685296819	0	0.082868483	0	0	0.169395237	12.3662778	3.160102523	33.93994026	42.21711829	0.036414845	0.505604966	4.827912584	0	0	0	0.002264069	0	0	2.503336072	0	0.155028656	0	0.083860716	0.438287894	15.04624852	0.716381425	29.8363677	44.02991612	0	0.212138698	6.922398449	0	0.053771681	1.006201193	3.689502308	0.022598603	0	1.562259788	0.897985544	0	5.374153324	0	23.91586768	6.538578564	0	0.000231905	44.43693501	0	5.167176652	0	3.878768248	0	0.20509174	0	1.23000283	0.653431583	0	1.421215032
LHE01	0	0.726369836	0	0	0	0	0	0	0	22.50534344	0	0	0	76.76828672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.52779125	0	0	0	87.47220875	0	0	0	0	0	0	1.169941552	0	0	0.105888638	0	0	0.239000223	0	70.13430826	0.669324335	0	0	24.99398769	0	1.206002401	0	1.23143433	0	0	0	0	0.021293689	0	0.22881889
LHE02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.45883001	77.60940317	0	0	5.502834578	0	0	0	0.276143898	0	0	0	0	0	0	0.152788345
LHE06	0	0	0	0	0	0	0	0	0	0.923426445	1.998349149	0.529843462	3.442225848	92.14279816	0	0	0.963356937	0	0	0	0	0	0	0	0	0	0	0	1.245439113	0.162530508	0.621948211	4.418824433	93.4665837	0.084674036	0	0	0	0	4.972083677	1.440112715	0.021320077	0	0.519769259	0.48497613	0	1.17755859	0	33.52203708	14.65570339	0	0	32.01887629	0	7.727225883	0	1.989732327	0	0.030255842	0	0.075540173	0.323027619	0	1.041780947
OM001	0	0	0	0	0.155937393	0	0	0	0	0.01823398	1.104603036	1.998031953	11.90180716	84.34682998	0	0.425706734	0.048849761	0	0	0	0	0	0	1.690342143	0	0	0	0	0.000219141	0.356684549	3.192030433	7.617002831	83.55347902	0	1.617983527	1.972258359	0	0	1.596585438	2.763766574	0	0	12.13034679	3.831343812	0	8.736698814	0	9.340006964	6.608535728	0	0	32.15267833	0	5.810229639	0	8.609133636	0	0.89384456	0	2.250274445	0.051659091	0	5.224896186
OM006	0	0	0	0.716033514	2.7525124	0	0.08598172	0	0	1.139144597	4.339138034	1.776872142	17.53925414	70.01669286	0.184706942	0.352568203	1.020026984	0.077068463	0	0	0	0	1.571381958	4.630666311	0	0	0	0	0.579185022	3.953907516	0.85411991	13.45809036	74.29725155	0.266046043	0	0.338401887	0.050949437	0	0.448144671	1.690125197	0.156589228	0	3.673929478	3.855827966	0	4.240051861	0	3.147521246	10.58597025	0.053949722	0	42.69536614	0	6.31710817	0	2.977828391	0	0.135632583	0.235406408	2.735337575	6.193970516	0	10.8572406
OM044	0	0	0	0	0	0	0	0	0	0	12.91107515	0.326350522	32.59837005	50.85581473	0	0	3.30838955	0	0	0	0	0	0	0	0	0	0	0	0	13.55154069	0	35.03112899	51.30710155	0	0	0.110228779	0	0	3.941413421	3.829747218	0	0	8.263914064	13.61001673	0	8.160343456	0	3.036438738	13.14308574	0	0	24.98950865	0	5.889029566	0	8.299083001	0	1.817150584	0	1.058667362	0.130480144	0	3.831121325
OM047	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.697804135	0	98.30219587	0	0	0	0	0	0.586680918	2.250025664	0.134412097	0	2.172872153	1.320880031	0	8.478036186	0	50.87669124	11.54476561	0	0	9.815137775	0	4.590238102	0	5.965291597	0	0.531636723	0	0	0.125007165	0	1.608324739
OM074	0	0.018641426	0	0.535136274	6.173293228	0.021948282	0.145506648	0.028926942	0.012940823	0.54684014	7.302777678	7.704090256	45.16558142	27.65503508	0.280048149	1.298963698	2.963663155	0.146606808	0	0	0.032611263	0	0.626084541	6.878181942	0.045516922	0.205997186	0.173535621	0	0.715700168	10.06578377	4.876179338	44.71908837	27.73746073	0.17966883	0.329895305	1.945791792	1.404760652	0.063743576	0.758037571	4.321926372	0.097453356	0	3.392708919	1.585741727	0.390117399	7.581887603	0	9.731776813	10.09126141	0.023447388	0.002738051	49.09191771	0	4.29878671	0	5.47575672	0	0.166510822	0	0.355820069	1.507915522	0	1.126195839
OM079	0	0.104588547	0	2.102187078	2.862052949	1.03474284	0.116150155	0.18712393	0	0.765530176	3.512331016	5.976203337	29.37985748	49.45540694	0	0.622284597	3.805157223	0	0.076383728	0	0.049351632	0	2.022965557	2.953017007	0.661101846	0	0.255351912	0	1.298669273	5.288155255	3.207267693	30.57717059	47.85213921	0	1.089123207	3.843547742	0.825178322	0.07696075	1.089481178	2.298399092	0.065931714	0	6.746820442	2.367066946	0.085367577	9.590472326	0	10.54803886	8.540884599	0	0	41.18194713	0	5.614880488	0	6.538520837	0	0.25155018	0	0.989936408	0.149483691	0.001154662	3.940063871
OM081	0	0	0	0.573177286	1.762147116	0.004006946	0.001610876	0.003243471	0.005815796	1.009296692	5.563586229	2.615625801	25.15220722	61.26184348	0.144279652	0.225755945	1.105251054	0.572152435	0	0	0	0	0.866315167	2.642890799	0	0.17477569	0.089761909	0.005993818	0.772155258	7.340054593	0.506626706	23.09895544	62.16433569	0.21128282	0.223935415	0.845195604	1.057721096	0	0.791169803	2.687781464	0.135952506	0	6.04314268	2.213176671	0	8.865079128	0	7.200780782	11.88946324	0.141490325	0.011680032	42.58209343	0.077646014	6.008981414	0	4.487023074	0	0.281657614	0	0.610823393	1.736544337	0	4.235514094
OM140	0	0.024797732	0	0	4.636530246	0.242596362	0.143542312	0.081495661	0.529540379	2.015837652	5.126479537	6.725656469	37.36251445	39.20745386	0.747272759	0.547536696	2.549729425	0.059016458	0	0	0.018935653	0.171140409	0	6.482215698	0.381581651	0.203754799	0.015907862	0.551134393	0.517570898	6.973626328	3.287845475	37.50846031	41.08455873	0.270973715	0.537305003	1.505095517	0.454609865	0.035283696	0.302522212	4.186544966	0.132272098	0	2.586408319	1.936177669	0	5.999917193	0	12.81480156	8.48781965	0.004871031	0.000202304	52.03646945	0	4.069407764	0	4.141140056	0	0.08859315	0	0.588534676	1.906020813	0	0.718297086
OM177	0	0.059261161	0	0	6.278846148	0.224247422	0.25504153	0	0.283366396	1.301011866	5.287900345	7.107786923	38.34213245	38.07605189	0.181223687	0.333698263	1.906300811	0.363131108	0	0	0.093291194	0	0	6.664644097	0.353221035	0.833996187	0	0.329237292	1.119279771	8.284827728	2.701609012	38.07449954	38.42915895	0.141494843	0.197694287	2.02280969	0.712679056	0.041557324	0.482531583	3.153268542	0.110747676	0	1.48036924	0.847263584	0.026382472	3.859139298	0	15.08573065	7.068923785	0.006555153	0.000619144	57.97291208	0.000421162	4.233517581	0	4.351503944	0	0.059711199	0	0.000382939	0.587683679	0	0.672336286
OM178	0	0.0478256	0	0	2.068127158	0.119766973	0.001305796	0	0.65441355	0.546654293	2.192504124	5.380093949	17.11046412	69.53777446	0.288955136	0.276038537	0.256011764	1.520064539	0	0	0.025761912	0	0	6.385610754	0.215358644	0.08293692	0	0.663770404	0.226319938	2.357693721	0.84988135	19.41997852	66.8376659	0.032604761	0.640266557	1.179291105	1.08285952	0	0.302841008	2.684100819	0.026367036	0	1.63765269	1.163280536	0	3.551432059	0	3.259747053	5.014962414	0	0.246099793	65.86816932	0	5.232803129	0	5.456862814	0	0.304332619	0.202760393	1.295108248	0.991165038	0	2.762315026
OM193	0	0.077219026	0	0.625663366	7.038852368	0.604518667	0.433257044	0.018182604	2.454385594	1.43865306	8.104176114	6.787222146	43.12480179	21.86967506	1.420099537	1.434336269	3.401145796	1.167811562	0	0	0.072239047	0	0.674854656	7.706911788	0	0.248385107	0	2.452396088	0.659429984	7.525652534	3.892672903	47.77360191	21.4451382	1.759003927	0.076066586	3.201533926	2.408716491	0.103396858	0.935510564	2.949535154	0.052538259	0	4.293029904	3.41594168	0	6.880841864	0	6.623630232	7.653595131	0.002274263	0	51.02873726	0	5.346727889	0	6.884576913	0	0.263697395	0.770606808	0.369377134	1.25206713	0	1.277312416
UM200	0	0.047815416	0	0	0	0.035208353	0	0	0	6.232595028	0.696770553	0	3.303031646	88.95345335	0.190080757	0	0.541044893	0	0	0	0.43385235	0	0	0	0	0	0	0	3.068732795	0.151209456	0.441702087	3.715169405	92.18933391	0	0	0	0	0	4.447854938	2.943970613	0.091610119	0	6.249994882	5.216629409	0	9.976158946	0	9.369520028	9.948173562	0	0	28.83400261	0	7.895734678	0	7.904461312	0	0.882619476	0	3.335594148	0.385054449	0	2.518620829
UM230	0	0.090455345	0	0	1.40310354	0	0.130467892	0	0	0	0.746064509	3.358449193	7.595393178	86.42963112	0	0.073744556	0.172690667	0	0	0	0.110808525	0	0	3.096270239	0	0.059711611	0	0	1.735447695	0.149831391	1.091518764	5.299853556	86.20110391	0	0	0.751197914	1.50425639	0	0.32674982	1.632701912	0.093063949	0	0.810276309	1.307395434	0	5.943110459	0	47.65357239	10.01311516	0	0	23.37283129	0	3.145784094	0	3.471851707	0	0.044720071	0	0	0.637049552	0	1.547777855
UM246	0.433164514	0.148869801	0	0.002627917	2.464081413	0	0.320046212	0	0	3.437240132	5.410039448	3.132480202	27.93572618	55.03591762	0.064426653	0.33146937	1.052479193	0.231431344	0	0.412715734	0.151216822	0	0	2.70136271	0.056974385	0.670485768	0	0	4.098374789	6.08391225	1.151055464	26.7629445	55.18284865	0.266489472	0.464094993	1.763383223	0.1485597	0.085581544	0.717823895	3.888207084	0.058449996	0	1.328869322	1.805967027	0.016556802	2.893780664	0	14.53250699	6.50748413	0.005387152	0	58.03540093	0	3.765328061	0	4.204042362	0	0.044594136	0	0.00619528	0.27455473	0	1.91485144
UM236	0	0.076471654	0	0	0.237122519	0	0.494713033	0	0	5.03653843	7.149406786	5.776424468	20.2836697	60.09291748	0.327886936	0.317454199	0.20739479	0	0	0	0.061489616	0	0	0.43948115	0	0.366794708	0	0	1.119692557	4.260749081	2.132771267	24.44538486	66.88788633	0.285750429	0	0	0	0	0.394869435	0.97853235	0.062651591	0	1.257392354	0.657357968	0	3.550962984	0	55.13187339	11.61057357	0	0	18.00863888	0	4.115760711	0	2.763955169	0.054798936	0.047137805	0	0.036504821	0.076752072	0	1.252237959
UM233	0	0.252080943	0	0.077247138	9.400539905	0	0.563803997	0	0	0.82592613	0.58504517	4.758687363	15.47484956	66.79775026	0	0	0.677411813	0.586657724	0	0	0.213335734	0	0	4.125250119	0	0.286201065	0	0	0.031944846	3.495081664	2.780616533	16.95676791	69.42944771	0.297730266	0	0.350175731	1.957206338	0.076242082	0.569226971	2.09420551	0.156689227	0	1.205396724	1.357935327	0.006082311	8.870147583	0	24.48678554	14.48005704	0.062333481	0	34.55499321	0	6.133909689	0	4.739572322	0	0.118376207	0	0	0.098270012	0	1.066018852
UM249	0.859817634	0.035818729	0	0	1.380821243	0.089709844	0.692592643	0	0	3.401545162	8.721641776	3.867523638	32.70393342	42.89616497	2.448206469	1.05898767	0.436281888	1.406954913	0	0.923482663	0.060950936	0	0	0.44987284	0.168033531	0.074650593	0	0	6.433443477	9.601290526	0.78328079	32.4582757	38.3911228	4.346897922	0	1.126302279	5.182395948	0	0.594597567	3.13136409	0.063863111	0	1.193139037	2.70807473	0	2.597211741	0	3.502333476	7.009953389	0	0	63.83889585	0.142426084	4.290215736	0	4.968663734	0	0.300457413	0	0	0.042025966	0	5.61677808
UM120	0	0.237524157	0	0	8.233927224	0	0.032686414	0	0	0.47459899	1.660739909	3.641089025	29.41217966	53.39869616	1.891914773	0	0.6752672	0.341376487	0	0	0.23323861	0	0	6.477385592	0	0	0	0	1.122533233	3.181449707	2.918339946	26.40624328	53.83364885	2.696474815	0.474678964	0	2.656006998	0	0.293989019	1.868659087	0.064700928	0	0.821811126	0.75260564	0	2.339901392	0	20.2219772	3.117281569	0	0	56.7446823	0	6.488771492	0	3.821290718	0	0.035656535	0	0	0.090207422	0	3.338465569
UM125	0	0.024886422	0	0	2.441001944	0.668338512	0.018515593	0	0	0.716723974	1.459776719	2.412371845	13.69410706	77.58069052	0.170321738	0	0.813265676	0	0	0	0.00428117	0	0	1.744157277	0.200417109	0.020088979	0	0	0.229872796	2.767557056	1.322061031	12.95814048	79.18487355	0.249951074	0.027335977	0.076081971	1.21518153	0	0.3929048	1.207483828	0.01178667	0.040584031	1.40829366	1.123724495	0	2.183957206	0	20.33475895	6.892640252	0	0	52.81107099	0	3.441631425	0	3.727454015	0	0.218472472	0	0.624375066	0.081679856	0	5.499182284
UM180	0	0.229057359	0	0	0.738750907	0	0.043906698	0	0	0.143910718	2.947450313	2.148443249	15.9461629	76.40609114	0	0	1.396226718	0	0	0	0.205139725	0	0	4.001845304	0	0	0	0	0	3.421602544	0.677046639	6.459879306	80.61253546	0	0	4.621951023	0	0	0.590488821	3.497555502	0.161932653	0	1.808547704	0.35086651	0	7.272130045	0	37.62575998	8.478833637	0	0	27.51891519	0	6.7957026	0	4.184766402	0	0.231124578	0	0	0.095333712	0	1.388042661
UM192	0	0.010300879	0	0	1.06403209	0.128117307	0.062696312	0	0	0.933000619	2.346568902	1.334119483	18.09439953	75.12410992	0.012156326	0.143849661	0.746648967	0	0	0	0.018318911	0	0	1.586686336	0.550062608	0.029585662	0	0	0.456843633	4.409940308	1.22538027	15.06685696	76.0482374	0.012231946	0.128914274	0.466941685	0	0	0.166483615	2.053529224	0.041513509	0	0.72604465	0.550311523	0	1.751091466	0	25.60698341	9.902886287	0	0	51.55512225	0	4.32790224	0	1.350137399	0	0.032594086	0	0.019377187	0.215792238	0	1.700230916
UM202	0	0	0	0	0	0	0	0	0	1.282989282	0	0.183957129	2.64318818	95.6887191	0	0	0.20114631	0	0	0	0	0	0	0	0	0	0	0	1.541433291	0.650051684	0.115517127	1.310231594	95.7753859	0	0	0	0	0.607380403	0.054049848	2.014418591	0.031326658	0	2.964699658	0.596927956	0	5.20998577	0	32.6332831	11.17655872	0	0	27.98932331	0	4.019140497	0	7.895579631	0	0.083225702	0	3.836066033	0.14417044	0	1.351244088
UM231	0	0.021533684	0	0	4.577705462	0	0.335123219	0	0	4.47911055	2.189035843	5.352357689	34.01323649	48.2070773	0.156364114	0	0.668455656	0	0	0	2.89838897	0	0	6.367933175	0	0	1.814379408	0	4.234145122	4.909761021	1.782714442	26.78088561	49.36283899	0.131203848	0	0.275933045	1.44181637	0	0.10380593	1.59148441	0.034677263	0	0.696257266	0.795705915	0	3.035482911	0	50.09939673	4.268709576	0	0.067204566	32.57965656	0	3.183950358	0	2.355931494	0	0.061246067	0	0	0.03410722	0	1.092383729
UM268	0	0.03413735	0.195617877	0.021867655	3.330371042	0	0.044673822	0	0.029508415	0.218133079	7.676450563	4.427993964	53.308823	20.76561825	6.981784671	0.656227245	1.948073565	0.360719501	0	0	0.03688849	0	0.02231981	4.452120744	0.462945996	0.007174729	0	0.030118451	0.361284088	13.28596189	1.523512308	51.5812968	17.70569558	6.098708712	0.342867928	2.061363669	2.027740814	0	0.494148917	4.698572031	0.030876163	0.079449479	2.271423303	1.451743623	0	2.764381915	0	3.311897706	4.395479837	0.00074332	0	72.44295581	0	2.447584339	0	4.145363576	0	0.109921287	0	0.188800468	0.191305624	0	0.975352601
OM004	0	0	0	0	2.037857657	0	0	0	0	0.705085184	3.237870476	5.040763451	11.17213784	77.4100768	0	0	0.396208591	0	0	0	0	0	0.103438842	4.192902169	0	0	0	0	0.799098015	3.498554364	0.448048079	12.99257482	77.8001385	0	0	0.165245214	0	0	0.573748352	1.604054994	0.165971896	0	0.828382296	0.709749434	0.615970279	2.446441019	0	12.83992342	13.61895413	0	0	48.60944403	0	5.722075014	0	1.532182668	0	0.075747611	0	0.349016428	2.684594648	0	7.623743783
OM012	0	0	0	0	0	0	0.324416937	0	0	0.377332382	3.635605581	3.01978076	5.693929729	81.47874355	0	0	5.470191063	0	0	0	0	0	0	3.044896042	0	0	0	0	3.783379038	0.047112113	2.482250893	9.337291599	78.9704693	0	0	2.334601016	0	0	0.395865179	1.10681537	0	0	3.424258691	0.853937072	0	4.530483145	0	49.76665379	9.621133689	0	0	15.95625073	0	6.247355131	0	5.550588585	0	0.35203905	0	0	0.377316894	0	1.81730267
OM017	0	0	0	0.005686619	2.866538306	0	0.251358733	0.017441522	0.052902393	0.344847246	6.282395971	2.65287873	25.77107827	58.10671603	0.033270067	0.828649424	2.786236697	0	0	0	0	0	0.004707539	2.138446757	0	0.002296406	0.017791665	0.053153107	0.325381647	9.385289741	0.545185522	24.54479739	58.88397684	0.051367519	0.746640515	3.062198565	0.238766787	0	0.507330648	2.879559357	0.037074348	0	1.062968553	1.251642084	0.001070342	5.01989393	0	19.50842995	8.785523296	0.056147787	0.000562605	49.36108124	0	4.548657719	0	4.046827194	0	0.175994702	0	0.770662681	0.886471944	0	1.100101628
OM043	0	0.013419291	0	0.022954584	1.923615842	0	0.141178892	0	0	0.20567842	5.719441466	3.110370057	28.59829656	58.57812869	0.001632022	0.129340651	1.555943535	0	0	0	0	0	0	2.762915001	0	0.04358397	0	0	0.169226934	6.22921271	1.116212807	26.65634438	59.01455763	0.042573622	1.061765712	2.693856571	0.209750659	0	0.543331963	2.852617227	0.291878745	0	1.245749405	1.466597935	0	5.045724774	0	31.37407109	6.056484032	0	0	41.25946045	0	4.439160081	0	3.577171123	0	0.141432852	0	0.004846154	0.432699787	0	1.268774383
OM048	0	0	0	0	0.638720285	0	0.247494036	0	0	0	6.934976645	7.471465563	20.70255384	58.62311965	0	0	5.381669977	0	0	0	0	0	0	0.072732165	0	0	0	0	0.704816394	7.352762053	2.464610447	22.39401925	57.93411117	0	0	9.076948519	0	0	0.410542019	3.192759067	0	0	3.117729749	2.873122064	0	9.71920043	0	15.38967936	7.279014797	0	0	40.32950352	0	7.593561242	0	5.491023155	0	0.074013044	0	1.276981583	0.75029815	0	2.502571821
OM071	0	0	0	0	3.652742275	0.195766376	0.036748784	0.009807615	2.688713224	0.715536462	10.91704727	7.9346223	31.29127413	39.60269823	0.014479354	0.05679928	2.883764703	0	0	0	0.007370459	0	0	4.103850397	0	0.102742248	0.086188522	3.068997139	0.343124217	11.95735541	2.147852183	31.64612676	43.07546494	0	0.847393956	2.285769196	0.262665482	0.065099097	0.251204979	3.529035969	0.087618037	0	2.370555326	1.365146955	0	6.714149074	0	21.27702125	9.565197897	0.066711623	0	41.08013732	0	5.615969792	0	3.610139514	0	0.062908706	0	0.530807836	2.270900197	0	1.602495525
OM078	0	0	0	0.078066736	0.52398551	0	0.472095142	0	0	2.336855779	2.331484074	2.506964771	12.55062648	76.51663422	0.005336931	0.115418059	2.5625323	0	0	0	0	0	0	0.276640624	0	0.552922646	0	0	0.517636224	1.946584777	2.890547974	13.19979992	77.87459601	0.010852091	0.027063859	2.703355877	0	0	0.195034289	0.856646848	0.047605991	0	1.082703503	0.353316973	0.196556094	2.961282277	0	17.80178759	19.76604656	0.000706762	0.099509586	43.83140852	0.030371414	8.251171317	0	2.474397346	0	0.054036697	0	0.385677303	0.257169608	0	1.354571319
OM132	0	0.02403006	0	0.005068902	2.712146571	0.01555269	0.026885999	0	0	0.95654244	3.980369854	4.930654521	18.32423364	66.94201773	0.283223688	0.449675815	0.681798325	0.667799765	0	0	0.01570451	0	0	5.274762782	0	0.03103848	0.013679501	0	0.811177275	5.523820407	1.626232027	15.58286975	68.98914396	0.203203123	0.453249248	0.692986004	0.678915798	0.103217139	0.490650809	3.288571997	0.033922061	0	4.074228552	1.831282923	0.031053665	4.707793019	0	4.390607117	8.718917237	0.065560907	0.008048203	56.69417055	0.00036367	5.59391146	0	5.249349248	0	0.252567527	0	0.469277124	0.620645252	0	3.479078676
LHE03	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0.437495829	4.613139574	0.278510876	0	1.056440699	0.690059623	0	6.321909261	0	6.723678064	1.266090358	0	0	66.68350402	0	6.319438248	0	2.772753252	0	0	0	0	0	0	2.836980199
UM001	0	0.165305462	0	0.003986843	3.424706875	0	0.162886326	0	0	2.561341119	0.430216545	3.40653904	18.7578498	60.23043536	0.670855556	0.001214434	1.417712078	8.766950561	0	0	0.313228071	0	0	3.132571104	0	0.008525707	0	0	2.138438854	5.907696443	1.485875626	12.74216257	66.20552867	0.772171467	0	0.167793957	7.126007529	0	1.226116835	1.078926809	0.137709324	0.011424541	4.43473746	7.002389063	0.049139035	6.847771423	0	1.498521653	6.624805605	0	0	23.58194252	0	9.048832178	0	2.518919403	0.854369869	0.755932228	0	0.659372698	0.405828282	1.554506456	31.70875462
UM004	0	0.07249612	0	0	4.808511274	0	1.142868544	0	0	8.239619664	9.999189513	3.646547347	9.318829801	55.9140732	2.38665289	0	0.225655612	4.24555603	0	0	0.010622599	0	0	4.868081053	0	0.279032827	0	0	7.503812348	11.33348073	3.567733536	8.676773075	60.9915164	0	0	0.895235615	1.873711824	0	0.403870148	0.750710744	0.040605438	0	3.251272832	2.764342379	0.085901493	3.687620961	0	15.21375766	5.389325435	0	0	24.49487386	0	7.764928116	0	3.335665007	0.628733367	0.26611763	0	3.800113655	0.092826768	0.329752352	27.69958216
UM015	0.851630449	0	0	0	0	0	0	0	0	10.95865958	0	3.931931522	0	81.39008381	0	0	2.867694635	0	0	1.079472327	0	0	0	0	0	0	0	0	1.765809454	4.702498261	0	0	89.42662338	0	0	3.025596578	0	0	0	0.008688506	0	0	0	0	0	0	0	24.18337696	18.6814311	0	0	43.13427709	0	12.41630396	0	0.504414808	0	0	0	0	0.03955695	0	1.031950632
UM024	0	0.08254838	1.457327788	1.033481824	5.539073024	0	0.057472183	0.035218505	0	1.522254425	2.696979114	7.608900021	56.90953728	11.53266253	9.42280946	0.168991094	1.033992688	0.847483829	0.051267848	0	0.22495958	1.740114829	0.40376665	4.38570782	0	0.069440246	0.116476259	0	3.886117181	4.93955082	3.83378508	56.25020357	12.39124346	5.822644198	0.007993947	1.849287091	3.853691398	0.225017863	0.443940109	1.547792518	0.070015422	0	2.204262447	2.152100558	0.086609047	2.590634472	0	7.343539536	8.839024963	0.042751326	0.091854572	59.97711302	0	4.992022694	0	3.520396652	0	0.098817423	0.507285785	0.062482643	4.761136137	0	0.668220676
UM025	0	0.036571056	0	0	9.335131829	0	0.121396462	0.077822425	0	0.241489285	4.484627613	8.344528657	44.78021936	26.97491175	2.677370511	0.113893038	2.569024886	0.243013126	0	0	0.162753042	0	0	7.822211085	0	0.009606345	0	0	0.155338973	6.014274319	3.931112501	50.10568761	26.90975469	1.233328875	0.057408266	2.463559972	1.134964322	0	1.532557972	2.824632404	0.119424701	0	2.060984842	5.040341398	0	4.968148575	0	6.490664557	6.231686168	0.017530997	0	61.18200951	0	2.20565847	0	5.509997664	0	0.109330022	0	0.332722874	0.286390038	0	1.087919806
UM027	1.630267624	0.233039063	0	0.058866402	4.296027178	0.001628451	0.0925666	0	1.673810651	2.376810787	11.00006415	6.142973068	48.36007776	11.57244584	10.41051451	0.020398114	1.565865413	0.564644384	0	2.547429227	0.270208964	0	0.031240653	6.564532261	0.001652141	0.031293878	0	1.683871442	0.781525049	11.26171224	1.877300234	53.43616128	11.92699253	6.556786382	0.260994618	1.361595756	1.406703344	0	0.658579881	3.818789062	0.09702025	0	1.694001488	2.127929871	0.095640623	4.193618483	0	8.231487401	4.833715055	0	0	65.37138525	0	2.6955492	0	3.825476632	0	0.20643918	0.001285798	0.131012456	0.958167521	0	1.05990185
