FWK_CODE_K	%ivk07_Wein	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_unbekannt	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Graeser	%ivk13_Wein	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Graeser	%FlaecheBesondererFunktionalerPraegung	%FlaecheGemischterNutzung	%Friedhof	%Halde	%IndustrieUndGewerbeflaeche	%SportFreizeitUndErholungsflaeche	%TagebauGrubeSteinbruch	%Wohnbauflaech	%Bergbaubetrieb	%Wald	%UnlandVegetationsloseFlaeche	%Sumpf	%Moor	%Landwirtschaft	%Heide	%Gehoelz	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	% stehende_Gewaesser	%Hafenbecken	% Flieﬂgewaesser
UM052	0	0	0	0	4.224437562	0	0	0	0	0	4.63907921	12.82878932	35.21176087	24.79712031	7.605406587	0	5.649247619	5.04415852	0	1.434148244	0	0	0	11.07786054	0	0	0	0	0.060767831	17.4299924	6.465129006	38.15521258	20.99022163	0	0	4.386667758	0	0	2.492434771	9.119856293	0.155819804	0	4.574473896	3.668028725	0	5.936394555	0	0.763043283	4.980069115	0	0	55.31420369	0	5.656613033	0	5.689649977	0	0.478467676	0	0	0.311615727	0	0.859329457
OM008	0	0	0	0	0.037066413	0	0.000197388	0	0	0.181555414	6.241319786	1.067055689	17.0213454	74.04608804	0.032243247	0.325241982	1.047886638	0	0	0	0	0	0	1.265830637	0	0	0	0	0.11385983	7.334472002	0.110506846	14.69147634	74.13185487	0	0.147132359	2.204867112	0	0	1.276493127	3.598814612	0.128169265	0	2.511908205	1.27366919	0	6.309751562	0	9.309563473	5.131355831	0	0	56.01539707	0	4.415883257	0	4.633374285	0	0.048842604	0	0.895716338	0.154527507	0	4.296533672
LHE05	0	0	0	0	0	0	0	0	0	44.48019892	17.13593421	7.678277502	2.982678205	19.36898147	0	0	0	8.353929684	0	3.523970606	0	0	0	0	0	0	0	0	26.96586881	3.90212545	2.204659079	12.27772603	38.72269879	0	0	5.287801192	7.115150046	0	0	1.906494632	1.495803677	0	2.591071677	7.938909969	0	1.46811419	0	0.880871962	6.154604572	0	0	49.23432375	0	12.95906549	0	11.3721689	0	0	0	0.210075576	0	0	3.788495607
LTH01	0	0	0	0	6.015167339	0	0	0	0	5.533339851	0.776337625	13.57975275	17.71962664	53.6156666	0	0	2.760109184	0	0	0	0	0	0	0	0	0	0	0	0	3.838243893	1.792177159	22.49264683	65.82523604	0	0	6.051696071	0	0	0.007940413	0.217156173	0	0	0.34873975	0.236991141	0	0.438513898	0	22.52339033	11.22943757	0	0	32.99866773	0	17.14329866	0	2.136822378	0	0.177275311	0	0.562274175	10.73048316	0	1.249009306
OM007	0	0.017155322	0	1.458190779	7.077458685	0.501660373	0.174144791	0.010015333	0	1.035068144	4.676715348	4.591743222	27.01571875	47.39191501	0.485853285	2.08058824	1.664330692	1.819442027	0	0	0.019253596	0	0.608305276	5.453703554	0	0.049792006	0	0	0.428832263	7.345820037	1.994589359	27.62136074	50.52931595	0.256275647	0.231925019	0.645531813	4.815294733	0	0.059584348	0.761865688	0.03836136	0	1.8911876	1.340803162	0.820285653	1.404882776	0	3.77654644	11.06314368	0	0	40.24019048	0	11.54942698	0	2.927854108	0	0.01498029	0	2.9000974	12.586665	0	8.62412504
OM023	0	0.111165045	0	0.075019204	1.565790668	0	0.329101638	0	1.504197163	1.24565944	6.998326295	4.867759996	32.51271155	47.31231973	0.042324761	0.618442204	2.390177687	0.427004622	0	0	0	0	0.109945727	4.63224054	0	0.530414308	0	1.579933624	0.097668579	9.957139398	1.687981034	26.73570658	49.2437127	0	0	3.902225229	1.523032282	0	0.329904757	4.55273202	0.042655823	0	2.169866416	1.17272923	0.280253087	6.351957696	0	21.35353861	6.310480697	0	0	45.10993222	0	4.235523602	0	5.293120865	0	0.101794291	0	0.143281768	1.13359382	0	1.418635105
OM025	0	0.014797536	0	0.006348619	2.788451786	0	0.070328074	0	0.179717079	0.807050795	3.855183762	5.44243566	21.70082783	60.56830065	0.034493383	0.507979458	4.024085366	0	0	0	0.048975072	0	0	2.367379282	0.091936862	0.184689058	0	0.179625066	0.442017162	5.261274588	2.681620051	22.95624256	60.52170014	0	0.157723582	5.106816578	0	0	0.444688478	1.894759426	0.069265201	0.007072084	1.691773512	0.692435344	0.234428357	3.87948584	0	38.01906335	7.092885629	0	0.02543204	36.3410932	0	4.468782171	0	2.412982877	0	0.110886986	0	0.468377888	0.769131425	0	1.37745619
OM045	0	0.02079843	0	0	0.464636387	0	0.094068231	0	0	0.442796576	3.01249861	2.151232669	14.63405727	76.32574807	0	0.679110278	2.175053481	0	0	0	0	0	0	0.776998401	0.036424181	0.043814924	0	0	0.39062397	4.599265387	1.014651969	13.40366496	77.12267104	0	0.672773734	1.673160347	0.202832834	0.06311825	0.178969084	2.424344399	0	0	1.397138644	1.185822885	0	2.937346719	0	5.737875589	7.355680904	0.018648383	0	64.11567787	0	5.91387052	0	2.916043739	0	0.013832829	0	0.426219937	0.263838026	0	5.114690467
OM169	0	0.072982804	0	0	8.868106024	0	0	0	0	0.277920386	6.187171275	5.332472468	40.39765105	34.73508686	0.398198919	0.791931834	1.306751088	1.631727294	0	0	0.068830623	0	0	8.193310944	0	0	0	0	0.731484411	8.775706103	1.462532516	42.03578106	34.11085317	0.798233437	0.062605363	2.076780629	1.683881737	0	0.284605079	3.763029915	0.034981603	0	1.372439304	1.124473508	0	4.287431719	0	10.86818937	6.410133732	0	0.002689165	65.99109181	0	1.638515614	0	3.25302834	0	0.043668736	0	0	0.232583933	0	0.693138163
UM020	0	0.152269633	0	0	10.06909089	0	0.098368674	0	0	2.038359693	9.217516829	9.603498236	43.03575965	22.67004884	2.036700996	0.056402808	0.307383522	0.714600226	0	0	0.118352574	0	0	6.39021822	0.248458908	0.348380105	0	0	1.097666189	11.08216087	1.381026306	48.82849499	22.92566337	1.127570917	1.519936299	0.828319465	4.103751778	0	0.513129768	1.892792449	0.097530824	0	5.358990125	2.230550691	0	4.346423646	0	3.327291138	6.190149629	0.020397124	0	69.42731715	0	1.38413135	0	3.690602557	0.100622479	0.08176759	0	0.20300959	0.385716458	0.208475866	0.541101567
UM022	0.002827216	0.215687058	0	0	14.74383148	0	0.516136557	0	0	0.68191237	2.601225287	7.883971694	51.58056773	17.60365298	1.298047658	0	1.597661553	1.27447842	0	0	0.028226404	0	0.004188846	15.27290631	0.142890095	0.578630231	0	0	0.234431669	6.074031009	3.963037923	47.46853095	17.31666218	1.799999144	0.499416249	1.065047151	4.413526809	1.138475038	0.202457312	2.757574548	0.146994654	0	1.232406895	2.276972699	0	5.269531974	0	12.51625991	4.772923146	0	0	61.05821342	0	4.57095127	0	4.522070271	0	0.043724689	0	0	0.155628955	0	0.474290258
UM051	0.546441028	0.05001355	0	0.746737261	6.498833712	0	0.356127829	0.042668765	0.469582132	2.665377809	10.44747677	6.502946248	46.35043649	16.41266447	5.542152727	0.102427491	2.458549853	0.652930595	0.154633266	1.738844094	0.167468021	0	1.071187551	7.865949943	0	0.145878308	0.0404035	0.287612907	1.435920313	11.2108099	3.01008422	48.58228589	15.79694046	2.810327639	0.112413536	2.610235552	2.923598545	0.190039613	1.058613868	5.130635298	0.097938111	0	1.565018025	1.810094655	0.278566612	4.932893657	0	12.03611965	5.349604061	0	0	57.43035067	0	3.773608061	0	4.414386015	0	0.058831598	0	0.261393253	1.027972191	0	0.773974281
UM095	0	0.101336179	0	0.640457248	13.63135283	0	0.459188804	0.061593847	0	2.91063557	0.599129243	8.077006693	54.18522928	14.63312285	1.589790978	1.20205249	1.909103993	0	0	0	0.035530173	0	0.853823609	13.52565368	0	1.360748199	0.061091479	0	1.720886555	4.236528032	5.822480792	49.99801968	13.95847648	4.047358827	1.383907758	1.677661423	1.317732407	0.000100916	0.799572366	3.994547813	0.104838715	0	1.192802488	2.338642706	0.568726596	5.621677579	0	12.46196229	7.287098728	0	0	52.8380184	0	2.835159977	0	9.085228535	0	0.090818049	0	0	0.203964146	0	0.576941615
UM121	0	0	0	0	9.249754972	0	0	0	0	0.44695157	6.842057804	6.125606371	45.80985657	30.36136373	0.087216522	0.186983588	0.890208877	0	0	0	0.040612025	0	0	10.43562302	0	0	0	0	0.148207305	6.628315365	3.656783082	43.98518559	30.95317765	1.538604519	0	2.580098516	0.000506671	0.032886251	0.167407187	3.888256233	0.101893242	0	2.25260793	0.96591622	0.003246115	2.014589076	0	0.126452621	4.876102254	0	0	79.16382426	0	1.043426689	0	3.865036127	0	0.462098759	0	0	0.300267339	0	0.768875953
UM122	0	0.014074727	0	0	11.67154291	0	0.021045411	0	0	0.069957812	3.592367938	5.435297684	51.56112965	26.20952095	0.88421148	0.064367687	0.47648375	0	0	0	0.025538107	0	0	10.48494727	0	0.001641318	0	0	1.557843464	7.458476902	4.558141598	45.06018661	26.89114952	2.313790112	0	1.632570119	0	0.015714974	0.470136033	3.281026075	0.007458237	0	0.225758264	0.473626726	0	2.595377819	0	6.696427467	7.503202183	0	0	72.24688362	0	3.123288945	0	3.061750036	0	0	0	0	0.021165211	0	0.293899385
UM129	0	0.073889568	0	0.209613355	13.05688076	0.04898757	0.128125324	0	0	1.797220945	3.668058045	7.651587474	47.93964249	20.48876237	2.674971771	0.921158715	1.34110161	0	0	0	0.140295206	0.345209416	0.539950197	10.61905969	0	0.203846819	0	0	0.377058366	8.256330617	3.220794513	50.47230929	21.24376251	1.940491662	0.428587942	1.646357105	0.562960974	0.002985683	0.287296919	2.870932587	0.062917345	0	0.788189069	1.230639637	0	3.530860225	0	11.04606947	4.555257324	0	0	68.22848227	0	3.030756362	0	3.232664086	0	0.113933405	0	0	0.489715021	0	0.532286277
UM151	0	0.079190669	0	0	6.017786067	0.172991926	0.089227263	0	0	0.818639478	3.581597836	4.053491546	28.90821626	53.98558256	0.224323273	0.462209115	1.497473213	0.109270796	0	0	0.248073599	0	0.10646739	5.553793563	0.409078363	0.341135411	0	0	0.399673288	4.315665153	2.095253049	26.92354473	54.98036551	0.714441011	0.396923185	2.089846927	1.425738813	0	0.622563838	3.494889773	0.111060965	0.096989314	1.604526486	1.7866555	0	5.587128505	0	24.54889368	7.136665832	0	0	44.40885832	0.000810774	4.526175949	0	4.585873185	0	0.174075112	0	0.037162989	0.162111119	0	1.11555866
UM252	0	0.017517284	0	0	4.535568458	0	0.128692058	0	0.006000196	2.866706763	6.275744804	2.97409785	43.97223327	36.5468215	0.234060234	1.298113008	1.144444579	0	0	0	0.022539847	0	0.001591547	4.585738713	0	0.181992335	0	1.136431864	3.490737179	5.994741455	0.131462064	45.26762996	34.12045449	0.480049656	0.30939466	2.334221607	1.943014625	0	0.230405697	3.712054639	0.036427104	0	0.938891001	0.407679536	1.688171174	1.217564106	0	12.04003069	8.422013155	0.014374982	0	62.63217797	0	3.891002985	0	3.268448745	0	0.011891401	0	0.064097406	0.983279443	0	0.441489964
UM006	3.06861699	1.054794305	0	1.577688908	5.399739952	0.79700494	0.061312408	0.163066434	0	5.750278037	2.914955813	6.086589868	27.81205446	40.98392272	3.369851601	0.043312599	0.620489892	0.296321068	0	4.757412573	1.052226347	0	1.479874953	3.368079921	0.036655857	0.569263807	0.070920392	0	5.057959316	4.673349716	2.32057872	29.04888869	41.65895939	2.588359164	0.420216807	1.183463609	1.625880182	0.087910551	0.799792056	1.024493881	0.038321013	0.007332153	3.794663554	5.709387803	0.290687174	3.549483419	0	2.308645655	6.837611962	0	0.045597937	29.80581436	0	7.957290753	0	4.779705307	0.864731386	0.622898111	0.020318414	1.508593285	4.693792558	0.406171477	24.93466774
UM012	0	0.134352121	0	2.323790533	11.16790824	0	0	0	0	0.293031876	0.176679659	6.709274496	44.20437728	26.16977752	0.726921721	0	5.724283999	2.369602562	0	0	0	0	0.999700458	2.608100035	0	0.062342662	0	0	0.133917311	1.311987318	0.148499382	63.20586369	25.66324467	0	0	2.005157807	3.861186664	0	0.288475849	2.189926813	0.403119842	0	2.513834215	2.699669451	0	10.75830863	0	16.07988509	5.787732841	0	0	42.49864515	0	7.426397624	0	3.845674014	0.104433071	0.121860037	0	1.383426939	0.738045334	0	3.160565096
UM023	0	0.220670244	0	0	5.42909988	0.851000625	0.758405158	0	0	2.340839594	2.481719818	10.30041325	33.35406172	42.42441507	0.14242027	0.768287835	0.826072468	0.102594071	0	0	0.085397185	0	0	5.639314214	0	0.721574717	0	0	1.196416435	2.050430551	7.284827509	39.06904089	43.14352813	0	0	0.700015799	0.109454565	0	0.314117047	1.468681682	0.137373965	0	0.664184968	1.274065288	0.01760876	5.178245393	0	38.08722557	5.97526797	0	0	37.3383673	0	4.565831599	0	3.256061684	0	0.157800698	0	0.180090554	0.554728985	0	0.830348542
UM026	0	0.194936406	0	0.657044898	8.835466629	0.038705482	0.570692671	0	0	0.382962693	5.136831764	9.647892338	51.21560665	15.8581461	4.798183591	0.924027616	1.17946539	0.560037765	0	0	0.224962575	0.001725949	0.679620807	7.262817775	0.193792444	0.960479648	0	0	0.356798028	6.448725372	5.745501804	52.26242661	16.63974076	3.899237451	1.315396356	2.371192925	1.459420667	0.178160824	1.064095871	2.284862102	0.110163798	0.047114683	1.54564537	1.841059306	0	5.310136348	0	10.94163592	6.028888995	0.000412382	0	62.06678397	0.000199644	3.452827593	0	3.674969143	0	0.142921317	0.001721017	0.600396338	0.124236499	0	0.761929704
UM201	0	0	0	0	0.200232696	0.713997372	0.157176658	0	0	0.831935108	0.854654746	0.25024156	2.408845669	94.00462986	0.047599165	0	0.530687163	0	0	0	0	0	0	0.320375285	0.177632431	0.17570791	0	0	1.854865247	0.715904085	0.380353069	2.166290263	94.03212902	0	0	0.176742686	0	0	0.813601011	2.039175756	0.047287154	0	2.477185043	2.043837261	0	4.600395509	0	13.91863875	7.79953599	0	0	43.83758809	0	9.148444605	0	2.740568837	0	0.129386331	0	5.090490953	0.791166126	0	4.522698588
UM053	0.748598277	0.31231784	0	0.829165127	4.683662815	0.005260181	0.250316418	0.509372148	0.151417631	1.289609131	7.902832958	8.920298554	48.92432994	17.19700441	4.527690184	0.362387994	3.087196098	0.298540294	0	0.984896914	0.293774556	0	0.947986482	3.884367055	0.117027496	0.301932468	0.716940549	0.151880512	1.243205982	11.09690092	3.019025246	47.91264138	18.77734138	4.231256169	0.709003586	3.408671215	2.02467398	0.178474108	0.627481582	4.252641663	0.077815902	0	3.167658944	2.045214101	0.037146839	4.334065735	0	6.885177166	6.320752409	0.001104451	0.002844472	60.37864486	0.014267313	5.031246453	0	3.858687224	0.012736087	0.136202534	0.039548062	0.564007911	0.646566008	0.030131989	1.536058293
UM316	0	0.826783885	0	0	7.130379244	0	0.926324397	0	0	1.006852002	0.860995	10.92271044	12.87092556	54.07741013	0	2.559180219	1.345986955	7.472452156	0	0	0.829158831	0	0.455514078	7.847700464	0	0.717705771	0	0	0.354992665	2.909602494	1.372225465	24.19558204	57.86994151	0	1.29884958	0.812594143	1.336132955	0	2.370272633	4.926438946	0.313095916	0	3.239429926	1.580831143	0	22.37871692	0	6.873342726	8.090816285	0	0	37.92006832	0	4.863055918	0	6.639721856	0	0.028983923	0	0	0.288998746	0	0.486226745
UM101	0.45688655	0.531530027	0	0	8.586580385	0.099539542	0.109933107	0	0	0.459687282	3.755210507	8.030849837	36.86938327	38.08888032	1.32997718	0	1.239874019	0.441667977	0	0.601148774	0.479379122	0	0	6.01029484	0.098804503	0.731568471	0	0	0.362276894	4.858024629	5.709416383	34.40912385	42.10434337	1.542841312	0	1.227208127	1.752464105	0.113105625	0.350486926	3.046658361	0.090083093	0	1.389893302	2.586463673	0	5.019671703	0	3.752928098	6.210222152	0	0	57.06670887	0	8.759248319	0	4.081403525	0	0.046100089	0	3.174600449	1.026529106	0	3.399002336
UM123	0	0	0	0	0	0	0	0	0	0.128484324	0	0	1.035226364	98.64317542	0	0	0.193113887	0	0	0	0	0	0	0	0	0	0	0	3.347251993	0	0	0.47031136	95.99688278	0	0	0.185553865	0	0	11.48501472	2.945043628	0	0	5.040268965	23.59720169	0.594573108	8.872721464	0	1.893646571	3.306404941	0	0	22.95717269	0	2.256227416	0	8.409159348	0	0.940959528	1.353931507	0	0	0	6.347674417
UM124	0	0.256775237	0	0	5.125603263	0	0.335885426	0	0	0.580125953	1.968425641	4.143121925	19.22586223	67.62114045	0.178336958	0.195801773	0.359948977	0.008972174	0	0.001173405	0.229476176	0	0	3.82088639	0	0.470294854	0	0	0.177468958	2.512696967	3.057794742	18.47504211	68.44169952	0.173804598	0.454040655	1.233384574	0.952237046	0	0.450004331	2.145427578	0.153800486	0.112186984	1.65621864	3.634920957	0.047810926	3.011104461	0	9.833483798	8.434570596	0.004457133	0	52.38362845	0.009194711	3.716440545	0	4.633924459	0	0.238444305	0.013240006	2.780734829	0.10553518	0	6.634871625
UM137	0	0.069885028	0	0	8.778021298	0.469815195	0.234033155	0	0.018646091	0.525703113	1.85269162	4.681868268	34.13548137	45.89022337	1.583177585	0.58026028	1.180193629	0	0	0	0.082084478	0	0.002424257	7.614155654	0.21118596	0.189889428	0.061816988	0.019089632	0.260839962	6.782457419	2.320751323	32.42345918	46.68722672	0.890313991	0.207398834	1.672886457	0.238879286	0.335140434	0.410224781	3.094434032	0.086369513	0.004890201	2.0958671	2.289880422	0.060506003	4.172692301	0	16.53926841	7.497980653	0	0.26612729	54.74603006	0	1.652508078	0	4.137414418	0	0.19179836	0	0.802771476	0.23634591	0	1.714890997
UM148	0	0.012352294	0	0.234427702	11.00111905	0.654838369	0.029998621	0	0	0.556442866	2.3867921	12.43035119	34.41562302	32.7235819	3.113883096	0	2.440589792	0	0	0	0.035257598	0	0	11.28868628	0.367378987	0.096808708	0	0	0.381457082	6.340576324	8.196812159	38.44836403	32.29192874	0	0.107254724	0.41795205	1.778679871	0.248843445	0.915278675	3.374869143	0.500093084	0	2.407627167	2.151753308	0.012042751	3.892732402	0	17.26860005	6.621453949	0	0	46.92795762	0	6.459218792	0	5.148338584	0	0.343455465	0	2.67630754	0.394409922	0.004815733	0.901045818
UM175	0.015480561	0.362813516	0	0	6.062056496	1.480286776	0.108539337	0	0	1.058751958	3.431390829	7.312760084	23.25940188	54.79999928	0.463353913	0.221938892	1.42322648	0	0	0.013433002	0.298985376	0.019680576	0	7.256937229	0.056182242	0.178126553	0	0	0.441402745	4.26243747	3.626975738	26.30930717	55.60436892	0.253985752	0.141613061	1.425103542	0.111460621	0	0.3894687	3.430041519	0.079852151	0.022785239	1.640420258	1.185012855	0.041713088	4.709540787	0	22.147105	7.344995903	0.007123324	0	48.49476815	0	4.682169135	0	3.838343411	0	0.070389971	0	0.1971117	0.404522059	0	1.314636748
UM211	0	0	0	0	0	3.539523771	0.24675165	0	0	0.324051054	0	0.059599391	1.085725796	94.53870139	0	0	0.205646951	0	0	0	0.113527015	0	0	0	2.478682172	0.046892357	0	0	2.411130625	0.142632162	0	0.626998097	94.09114871	0.088988858	0	0	0	0	0.53718775	2.310116521	0.097141321	0	1.699839128	1.438730131	0	6.82505188	0	45.92512507	4.373770661	0	0	22.77482345	0	6.563058342	0	4.518438039	0	0.169425308	0	0.182158123	1.359430304	0	1.225703974
UM263	0	0	0	0	0.298224088	0	0	0	0	6.256031507	8.302891831	6.097888332	37.03299234	36.6659361	1.356616214	1.455073605	2.534345994	0	0	0	0	0	0	0.055247937	0	0	0	0	8.012340128	11.17339889	3.438716425	37.64389323	34.43114441	1.46939495	0.113413488	0.908332486	2.75411806	0	0.152707191	5.931128438	0.094529851	0	0.972950669	0.278768945	0	1.078185835	0	19.16103164	5.931195019	0	0	57.07979283	0	2.774589045	0	5.082916914	0	0.009493141	0	0	0.273315744	0	1.179394732
UM002	1.059781738	5.866396255	0	0.893956023	11.60654775	0	0.295594927	0	0	5.797680823	2.693111541	19.35913639	45.23459833	6.158389602	1.034806618	0	0	0	0	0.497825883	7.010018162	0	0	9.192461278	0	0.440550665	0.562647598	0	1.508709968	2.002316498	23.87241741	42.64145156	5.598240792	0.438138621	2.244684118	3.259704793	0	0.730832656	0.073393308	1.357597559	0.1050343	0	2.23443559	1.401957385	0.641646271	1.063588718	0	1.143833678	7.733066455	0	0	45.15139063	0	13.5073255	0	8.668133731	0.887024859	0.087208418	0	0	0.695252618	0	15.24911097
LTH05	0	0	0	0	0	0	0	0	0	0.126387374	11.31833836	1.427096798	33.73131707	50.26123824	0	0	3.135622159	0	0	0	0	0	0	5.109547138	0	0	0	0	0.085510346	14.57371454	0.337722775	26.06290783	50.22148722	0	0	3.609110154	0	0	0	0.67244927	0	0	0	0	0	0	0	0.746720505	10.84094162	0	0	82.95407586	0	1.550145117	0	1.860970685	0	0	0	0	0.135891531	0	1.238805412
UM234	0	0	0	0	0	0	0	0	0	1.088910109	0	0	0	98.91108989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0.276488423	0.554405634	0.057229527	0	0.236018099	2.382669211	0	5.4024928	0	22.27268654	19.10911085	0	0	18.00706395	0	19.7312426	0	10.67679693	0	0.663963404	0	0	0.232390365	0	0.397441661
