FWK_CODE_K	%ivk07_Wein	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_unbekannt	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Graeser	%ivk13_Wein	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Graeser	%Bergbaubetrieb	%FlaecheBesondererFunktionalerPraegung	%FlaecheGemischterNutzung	%Friedhof	%Halde	%IndustrieUndGewerbeflaeche	%SportFreizeitUndErholungsflaeche	%TagebauGrubeSteinbruch	%Wohnbauflaeche	%Gehoelz	%Heide	%Landwirtschaft	%Moor	%Sumpf	%UnlandVegetationsloseFlaeche	%Wald	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	Flieﬂgewaesserdis	Hafenbeckendis	stehende_Gewaesserdis
IS097	0	0	0	0	0	0	0.110252855	0	0	7.476920475	0	0	0	92.41282667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.632514843	0	0	0	92.36748516	0	0	0	0	0	0	0.094267618	0.501380976	0	0	0.290240235	0.279684153	0.233191819	1.096430388	6.497738107	0.061281706	22.50896101	0.289984331	0.004204914	13.50369087	48.00221791	1.186399796	0.885847179	0	0.053820562	0	0.03544528	4.435236974	0	0.039976176
IS203	0	0	0	0.686538684	4.483131975	0	0.315063474	0	0	0.323963759	16.66365044	7.167021735	30.99888641	22.87077191	1.927148646	0	3.019239354	11.54458361	0	0	0	0	0	7.254568368	0	0	0	0	0.332171889	22.24596627	2.173739378	31.34010356	18.23259019	1.434574735	0	3.251167631	13.73511798	0	0	1.162295871	5.018919159	0.0218876	0	2.147706202	3.099668124	1.013791528	8.311079912	2.650569489	0	36.64715853	0	0	6.391397325	20.92115705	1.258172897	3.566310126	0	0.530355571	0	0	5.886069637	0	1.37346098
IS117	0	0	0	0	0	0	0.087902166	0	0	8.437270595	0	0	0	91.47482724	0	0	0	0	0	0	0	0	0	0	0	0.14676912	0	0	6.523423654	0	0	0	93.32980723	0	0	0	0	0	0	0.104795498	0.721238074	0.036025748	0	0.947375988	0.225923115	0.146395482	1.436726614	6.373053101	0.04274852	47.00924818	0.618278418	0.003442715	14.39779676	22.23471926	1.593597699	0.661673437	0	0.041640739	0	0.094271753	3.26103296	0	0.050015941
IS133	0	0	0	0	0	0	0.674776448	0.198028398	0	1.525230383	1.108730778	0	0.97944125	95.14503965	0	0	0.368753088	0	0	0	0	0	0	0	0.121632288	0.151440387	0.193787218	0	0.99539465	2.314010663	0	0.550429983	94.63380271	0	0	1.039502102	0	0	0	0.74789959	2.571873175	0.024436758	0	1.488651372	0.890426248	0.083205844	4.564004752	7.428270335	0	46.54267421	5.027130773	0.086298708	9.271198851	14.83321243	0.992700448	2.387249491	0	0.169935421	0	0.084989644	1.587170108	0	1.218671838
IS303	0	0	0	0	8.76078259	0	0	0.136476446	0	0	2.76430706	10.69060327	50.300987	21.50142412	0.933165129	0	0.925611041	3.986643345	0	0	0	0	0	13.95874692	0.869378628	0	0.13856204	0	0	4.807017601	0.495989997	48.05043535	16.78400841	2.409356258	0	0	12.4865048	0	0	1.629747255	3.043914149	0	0	3.223222536	8.579291749	0	7.636689626	4.629509246	1.013993274	32.7416677	0	0	7.546652819	16.81134321	2.301715389	7.018810736	0	0.29556564	0	0.281569223	2.606948712	0.000523412	0.638835332
IS186	0	0.251200015	0.351084704	1.662037419	2.067250912	0.403368194	0.058963178	0	0	2.518157937	8.080646933	6.972567331	40.54062544	13.36936975	11.93227165	0	1.459074258	10.33338228	0	0	0.305635642	0	1.233658436	2.267731876	0.777177494	0.043471812	0.112063742	0	0.914573393	6.19807254	3.140424555	36.46461225	12.53230296	12.82890873	0	3.193276243	19.98809032	0	0	1.294185402	2.580236186	0.204867463	0	2.214183187	1.384462301	0	2.547219467	4.228422532	0	46.06460798	0	0	2.600147865	24.19616585	1.297513617	2.213425428	0	0.182170287	0	0.075242483	5.036525522	0	3.880624433
IS190	0	0	0	0	11.619493	0	0	0	0	6.642541995	8.827073635	1.151646727	45.96185458	5.849121494	0	0	0	19.94826856	0	0	0	0	0	9.297949594	0	0	0	0	0	16.43703982	0	40.75015458	11.45855997	0	0	0	22.05629604	0	0	0	0	0	0	2.146024924	3.457058464	0	0	0.865498637	0	40.11935198	0	0	8.866409479	1.753394107	1.323641498	3.328924776	0	0	36.89211069	0.369717875	0.877867566	0	0
IS196	0	0	0.098371739	0.126989359	5.952311636	0	0.029477237	0	0	1.702335156	11.62972701	4.63721097	23.55803186	39.39033058	3.782221694	0	0.769407379	8.323585382	0	0	0	0	0.054625883	4.192233503	0.617775023	0.254970708	0.128801792	0	1.128613521	12.68889617	1.426572044	22.03761327	36.6211782	3.361029493	0.062409093	2.876151687	14.54912961	0	0	3.432330162	2.446464425	0.032428888	0	2.324711364	2.065965643	0	6.094521569	3.021438249	0.015696893	46.44927099	0.052568578	0.005895529	4.596731979	18.41296511	1.803140359	5.275637974	0	0.387719661	0	0.427908565	2.401665625	0	0.752938437
IS199	0	0	0	0	3.720348957	3.402212614	0	0	0	8.53349804	6.36732419	4.304646475	30.02494839	19.84066688	2.067081435	0	11.01857225	10.72070077	0	0	0	0	0	4.325714379	0	12.43224055	0	0	0	7.766631762	12.27798372	46.81311582	16.38431376	0	0	0	0	0	0	0.197168125	1.292278411	0.147372193	0	0.287411967	0.450125521	0	4.441725733	3.210072478	0	21.44044862	0	0	2.133768343	44.0584966	2.54775441	1.015397984	0	0	0	0.183307116	18.20304485	0	0.391627638
IS201	0	0.060207789	0.060904728	1.740418375	4.712397447	0	0.050742459	0	0	0.027908103	15.00225569	4.127622772	41.77773564	16.73711092	7.006688536	0	1.517264974	7.178742566	0	0	0.060553144	0	1.246394204	4.823872309	0	0.70091939	0	0	0.087157695	15.10879617	0.967041307	38.33284135	14.12194015	9.542513466	0.388872436	1.820278899	12.74150349	0.057315992	0	0.346496484	3.685488491	0.140939873	0	1.438237333	0.878585396	0	3.03363121	4.94133751	0.00060762	64.64438438	0	0	9.690393031	2.251137244	1.680586334	3.48892032	0	0.015563699	0	0	2.606551174	0	1.1571399
IS206	0	0	1.059905571	2.950821668	5.118971255	0	0.059356095	0	0	0.213751701	16.60677491	6.981338005	30.80455096	11.19359399	7.307270828	0	0.692563614	17.0111014	0	0	0	0	4.234197813	4.96372949	0	0.087154248	0	0	0.208262531	17.58273749	0.812291555	31.74645951	9.907388596	8.132906858	0	1.662842943	20.66202896	0	0	0.375171571	1.964784113	0.005470954	0	1.002164944	0.380437617	0.003628564	4.409629289	3.462881258	0	68.3613717	0.146155249	0	11.36927778	3.756258952	1.236947072	2.031084486	0	0.038936304	0.068805479	0	0.98491322	0	0.402081442
IS208	0	0	3.43472514	0	1.968581149	0	0	0	0	1.526535864	19.83736079	6.275149119	39.77609226	21.78093517	1.147509771	0	0.415685195	3.837425537	0	0	0	0	0	1.558937789	0	0.018062991	0	0	1.969903683	16.41022961	1.133157941	30.64314816	25.00797125	0	0	0.001448962	22.42385101	0.833288609	0	0	2.599714981	0	0	0.052061777	0.246238583	0	0.626824915	9.43977209	0.00991943	61.15787851	0	0	6.039930729	11.65552178	1.315684809	3.648852902	0	0	0	0	1.988427043	0	1.219172449
IS215	0	0.523840516	0	0	0	0	0.065129419	0	0	3.601432608	10.20374917	0	20.69679512	58.35426309	0	0.897628912	5.657161169	0	0	0	0.494573362	0	0	0.118558924	0.086423559	0.064673237	0	0	0.070472742	19.36175451	0	17.79511186	56.11231257	0	0	5.896119237	0	0	0	0.528740818	0.867420314	0	0	1.943692979	1.141502709	0	3.21877012	6.538394891	0	50.27126163	0.168145861	0.81290522	9.477209167	7.831596863	2.645670314	1.708273386	0	0.502195747	0	0.241118874	7.844602479	0	4.258498629
IS216	0	0	0	0.472918896	2.742951943	0	1.280820682	0	0	0.951006061	10.43578919	7.960870329	29.67437107	35.05726522	4.940405519	0.271548069	3.292818335	2.919234678	0	0	0	1.119896408	0.325851647	6.115218514	0	0.830715863	0.011813254	0	0.044067884	13.90676587	0.778569009	25.42729726	36.67630161	3.035347527	0	1.755729227	9.972425926	0	0	1.225191779	1.421665856	0.316211415	0	1.854059503	5.674476986	0	9.526017749	8.460705348	0	28.18232394	0.562126046	0	5.709016195	19.35660201	1.821756886	4.288749352	0	0.57253953	0	0.358742627	9.883981457	0	0.785833319
IS228	0	0	0	0	0	0	0.034417941	0	0	0.675557315	0	0	0	99.26043877	0	0	0.029585976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.97526792	0	0	0.024732076	0	0	0	0.051993828	0.643279793	0	0	0.437911802	0.211603062	0.060984047	0.284807064	1.701012418	0	35.9796884	7.901188531	0.047292387	2.460793766	42.80897841	1.350750858	0.244837385	0	0.015719613	0	0	2.412758559	0	3.386400085
IS270	0	0.002523625	0	0	4.196623025	0	0.960377179	0	0	0.428255424	8.835890945	5.589404129	31.82313287	44.06293821	0.45712516	0.081397149	0.883287144	2.679045137	0	0	0	0	0.075211508	3.700559962	0	0.468274541	0.111645661	0	0.342675895	10.36673259	1.201527112	29.57012322	42.96682875	1.84365751	0.025781114	0.763085492	8.563896652	0	0	0.451247257	3.239505055	0.057523341	0	1.024134859	1.365226018	0.044597309	4.282519217	3.96663531	0	62.61826443	1.416775413	0	6.502139059	7.97337459	1.445397591	2.490140751	0	0.152038368	0	0.28416236	2.459481455	0	0.226837616
IS276	0	0	0	0.801540861	2.493585359	0	0.755866775	0	0	1.647631481	9.963415764	4.946557064	18.98531891	51.77740424	4.187009126	0.891521506	2.3208392	1.229309712	0	0	0	0	0	2.267092287	0	0.793704176	0	0	0.478617722	14.29610034	0.412191303	22.01567646	52.87231264	4.536068982	0	1.21144349	1.116792601	0	0	0	1.517968636	0	0	0.231134716	3.710582219	0.05076339	0.908538143	3.273841967	0	59.24952008	0	0	8.161008264	17.22630918	1.628906322	1.546088477	0	0.048389259	0	0	0.555565625	0	1.891383725
IS281	0	0	0	0.151317994	6.520358639	0.288889083	0.04536485	0.057139521	0	0.455281574	6.198656085	6.439373609	42.61632377	21.67779619	4.583870833	1.638303853	1.998821215	7.32850278	0	0	0.002803736	0	0.107935747	4.987621655	0.029200862	0.133111967	0.057557532	0	0.213890709	11.92000957	2.398170327	42.35505069	20.58996242	4.528435142	0.129264908	4.960672952	7.586311775	0	0	0.108531781	3.405112256	0.987962838	0	1.154653074	0.14160956	0	4.314843414	3.131118195	0	62.05308485	0.084223505	0	8.612376299	9.120595167	1.679235598	2.804753985	0	0.015666848	0	0.623983971	1.428571386	0	0.333677277
IS284	0	0	0	0	0	0	0	0	0	0	0	0	25.6435596	74.3564404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.78402665	75.39393593	0	0	7.822037418	0	0	0	0	0.143653133	0	0	1.761616097	2.180596618	0	7.366464216	4.230996997	0	14.38693892	6.21678168	13.12967713	6.712378622	18.59173944	0.436071271	1.465672593	0	0	0	1.104954005	2.143768197	0	20.12869108
IS297	0	0	0	0.185432476	0	0	0.002119233	0.015759593	1.257748329	1.999743263	2.669332337	2.291986796	6.12947966	82.44869388	0	0	2.822659126	0.177045304	0	0	0	0	0.015924752	0	0.163894238	0.00836853	0	1.289552693	0.592455015	4.238706039	0.763702404	7.712829931	82.09860855	0	0	2.867502775	0.248455069	0	0	0.531266472	2.962580572	0.0590975	0	1.216097971	1.138216018	0.23963346	8.096653067	4.704528738	0.009520155	44.82742551	2.412376622	0.797663354	7.873735278	16.92844785	1.360007516	2.631002164	0.020731841	0.071833709	0	0.126196036	1.16492361	0.000132459	2.8279301
IS299	0	0	0.187826286	7.487412213	4.531178442	0	0	0.191559217	0	1.829237889	7.634906509	7.053442213	37.72222333	8.670036028	7.189550904	0.2256843	2.710646404	14.56629626	0	0	0	0.620826868	7.855719798	4.203004107	0.274875101	0.051438662	0.112559074	0	1.055774301	8.246907242	0.641423494	43.60910024	9.366195522	4.75770253	1.752164306	2.459506957	14.9928018	0	0	0.857855718	2.183002375	0	0	4.748895824	6.343314664	0.003102499	9.178358014	5.723140173	0	40.80691512	0	0	3.869029821	12.71864274	1.564877938	5.294049576	0	0.507320779	0.203508521	1.455810909	2.086855708	0	2.455319615
IS323	0	0	0	0	1.369826267	0	0.004375057	0	0	0.252752369	31.29506802	3.210618608	32.34368771	24.48245471	0.859241904	0.228365271	2.209590498	3.744019582	0	0	0	0	0.037906648	0.158978498	0	0.158534896	0	0	0	13.67133902	0.170790596	46.35141636	22.13527036	1.541502392	0	4.220568585	11.55369265	0	0	0.653309578	3.97029543	0.105659746	0	1.758664673	0.511726341	0	5.625717932	2.134628835	0	55.52009073	0	0	9.196425286	11.81662608	1.356478565	3.959508289	0	0.406240337	0	1.873764241	0.822872298	0	0.287991644
IS336	0	0.120934349	0	0.970059408	4.837363302	0	0.272672894	0	0	0.751664871	17.70898145	5.381887829	34.06422731	21.34137928	1.700205782	0.316776028	2.294695735	10.23915175	0	0	0.007089174	0	0.610078471	4.529066478	0	0.649753154	0.004546446	0	0.546237124	20.00110362	2.364647795	33.12842509	19.73560862	3.252617576	0	1.725507488	13.33742492	0.107894044	0	0.696145134	3.885268263	0.158913937	0	1.492936284	1.857538801	0.302221647	6.134758682	3.936055801	0	60.51694053	0.004274995	0.375011385	6.159141624	3.463389206	1.271536241	3.211683545	0	0.108528723	0.055637509	0.232044569	4.839278359	0	1.298694765
IS337	0	0	0	1.161767775	0.214799569	0	0	0	0	1.515308885	15.47205547	6.084919527	32.08375213	30.86783422	0.547830419	0.736995442	4.750641354	6.564095213	0	0	0	0	0	1.203425635	0	0.385151816	0	0	0.01172926	18.70734505	0.811253725	31.11005858	32.37378519	1.325874306	1.046717688	6.69527022	6.193850488	0.135538041	0	0.50137622	2.408704202	0.069109377	0	2.498633321	0.958297436	0	5.82715274	2.842041195	0	61.05222783	0.230210831	0.051833106	4.431071997	8.830268262	1.393224723	4.475584919	0	0.050395965	0	0.918838489	1.733745016	0	1.727284371
IS341	0	0	0	0	3.830446193	0	0	0	0	1.110574917	15.08071524	1.552152961	34.61070697	35.12927355	0.230251882	0.191722766	4.467809533	3.796345987	0	0	0	0	0	2.266686607	0	0.150554375	0	0	8.346987022	20.82634853	0.504953278	27.99289567	30.98245467	1.049973055	2.749389867	2.175212075	2.855497203	0.099047652	0	0.944653953	4.708477815	0.125585509	0	1.166162911	0.424517986	0	4.243116216	2.619475706	0	69.90496486	0	0	4.972022706	3.707424692	1.20668362	2.963409149	0	0	0	0.300717528	2.272109099	0	0.440678246
IS359	0	0	0	0.809188361	6.803269459	0	1.021819637	0	0	0.347829853	7.589134533	6.157467668	52.01468826	9.740239088	1.193123273	0.457386961	1.077593257	12.78825965	0	0	0	0	0.607220812	5.497220225	0	0.195457352	0	0	0.025275927	9.475937845	2.195876432	50.27849082	9.088074276	1.398907401	0	0.636310756	20.60122815	0	0	2.799217915	3.30525932	0	0	1.74147411	2.963716357	0.050766661	8.38955389	3.394113113	0	51.27255525	0	0	5.335393457	9.289127149	1.03251299	5.02437792	0	0.086689125	1.157918659	0.674223364	2.815627626	0	0.667473095
IS360	0	0.109356832	2.378064327	0.141690692	5.703588117	0.195980052	0.231044969	0	0	0.596267017	8.277718235	5.370222004	37.475062	23.45858559	0.263680145	0.303606103	0.978156253	14.44264277	0.074334897	0	0.112090156	2.462706134	0.044867405	4.742327507	0.2782802	0.417041646	0	0	0.306084182	6.944142629	2.474691589	41.2974876	21.83582514	0.637318701	0.288096454	0.753904636	17.05713159	0.348004424	0	0.632832359	5.009651186	0.093553363	0	2.567486188	1.280024063	0.139297976	6.192771504	1.933460162	0	53.9342986	0.001825084	0	6.819731525	12.88972348	1.577971642	4.919518579	0	0.096270819	0	1.057437016	0.705071366	0	0.149075086
IS374	0	0	0	1.64132293	6.714530305	0.020573163	0.029290649	0	0.005980618	0.823731604	10.15057281	7.563985767	44.66666912	12.71825966	1.78014576	0	1.510531333	12.37440628	0	0	0	0	1.31243037	4.743888703	0.080117125	0.543721817	0	0	0.49785937	7.117653325	2.901365287	46.19962664	12.76943664	0.944779226	0.18707519	2.212036042	20.37011743	0.119892839	0	0.519256539	4.320373468	0.049254018	0	1.166460076	0.862493568	0.179958259	5.537013104	3.855333302	0	47.99746956	0.004955904	0	7.899919428	15.23281661	1.672337012	4.213450255	0	0.123529536	0	0	5.715464225	0	0.649915132
IS375	0	0	0	0	7.624719164	0	0	0	0	0.617224962	8.086615398	4.223608418	40.6706434	27.36967035	1.883526275	0	0.072347068	9.451644964	0	0	0	0	0	6.25858587	0	0	0	0	0.679680941	7.889122854	2.669718817	43.29717694	24.67709729	0	0	0.561195339	11.58531778	2.382104172	0	0.321546783	3.757687509	0.054877953	0	0.884756236	0.314058835	0	6.347829349	3.391501927	0	52.50894178	0.013215923	0	14.82962394	11.01669213	1.111318707	4.732066171	0	0.027931901	0	0	0.568486123	0	0.11946473
IS388	0	0	0	1.668422934	10.19463428	0.271235523	0.053501379	0	0	0.420693448	5.981015277	3.560677903	42.83467694	10.54405349	5.029303949	1.507152712	1.788114446	16.14651772	0	0	0	0	0.867871484	4.086019315	0.368183573	1.933892208	0	0	0.044111717	3.178401011	1.145893032	49.50966598	9.3972535	3.818202629	0	0.963155455	24.39115814	0.296191954	0	0.367746212	4.601050662	0.062978832	0	2.420179059	0.560035842	0.206704485	3.749487977	3.42240951	0	60.0691847	0	0	5.844015985	6.610567626	2.025146163	5.146891434	0	0.152675914	0	0.255675458	3.959032779	0	0.546217363
IS393	0	0	0	0.474654996	4.596673966	0.00245204	0	0	0	0.366625162	12.04317202	4.543739566	43.66994463	10.28331061	1.516713178	0.311709777	1.554286765	20.63671729	0	0	0	0	0	2.325956777	0	0.564571884	0	0	0.127902392	14.7562701	2.337122572	45.51923968	8.794211164	1.939361045	0.027433398	0.849648369	22.54435607	0.21392655	0	0.179859047	0.870809361	0.005444711	0	1.910262516	0.298860182	0.136706747	0.533044612	2.706431697	0	69.83765536	0	0	6.609087583	4.176511879	2.457585781	7.329159455	0	0.177120267	0	0.1096824	0.619521977	0	2.042256422
IS116	0	0	0	0	0	0	0	0	0	1.461341064	0	0	0	98.53865894	0	0	0	0	0	0	0	0	0	0	0	0.028150788	0	0	1.412619356	0	0	0	98.55922986	0	0	0	0	0	0	0.005702389	0.692599906	0.024400781	0	0.423800192	0.078830993	0	0.899529122	10.6376033	0.314440848	43.76196017	0.511024314	0	17.16204756	18.42964448	1.475114343	1.033232148	0	0.050620372	0	0	4.493065502	0	0.006383574
IS214	0	0	0	0	3.997778875	0	0.072270231	0.410272227	0.119173393	0.849822503	11.44521111	7.32232446	19.7072373	49.40250402	0	0.267535678	0.821138582	5.584731628	0	0	0	0	0.061604061	3.077171073	0	0.294241826	0.39621015	0	0.799325057	11.93380924	2.404614684	20.50045194	49.00953986	0	0	1.140728127	10.38230399	0	0	0.255686145	0.981656868	0.066624688	0	0.694660602	1.173324405	0.018370238	0.657941779	6.362978336	0.002065714	44.98595913	0	0.144258332	10.80202265	17.82296261	1.084796587	1.22110612	0	0.018247679	0	0.299186008	10.52966234	0	2.878489782
IS084	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	5.511754433	3.619111636	0	0	3.767202617	25.88867895	0	18.20584268	0.275784536	0	1.301692803	0	0	1.566556406	0.003868503	2.556272347	16.2298991	0	0.140227931	0	0.043482112	20.7850549	0	0.104571049
IS094	0	0	0	0	0	0	0	0	0	24.45696518	9.366922756	0	0.655184981	65.52092708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246393428	0	12.88935296	86.76862655	0	0	0.02810007	0.067526991	0	0	0	0.261286738	0	0	0.034279579	0	0	0.160176997	3.524064613	0	4.705862168	0	0.987090101	2.764201482	57.94119026	3.266081338	0.526335485	0	0	0	0.06801239	25.72739202	0	0.034026834
IS267	0	0	0	0	2.168449082	0	1.763821009	0	0	0.964496987	16.87499653	1.232360253	14.76006294	57.17922704	0	0	5.056586154	0	0	0	0	0	0	0	0	0.008943515	0	0	1.856765207	12.49479139	0	24.66713114	56.28895591	0	0	3.753339356	0.930073483	0	0	1.052703376	5.900720512	0.177243283	0	2.100646937	5.560571208	0	13.43764665	4.689187627	0	22.16394241	8.07490825	0	10.94249731	16.22461366	1.179101896	6.472311684	0	0.424555411	0	0	0.63889734	0	0.960452442
IS095	0	0	0	0	3.954641069	0	0	0	0	0	0	1.452704682	4.45219382	39.82474321	0	0	0	50.31571722	0	0	0	0	0	0	0	0	0	0	0.495003536	4.73738771	1.7402376	5.311648105	25.76893442	0	0	0	61.94678863	0	0	0.059709854	0.81573771	0.111395524	0	9.30264E-05	0.023046427	0	1.002057941	1.210342469	0	2.685087532	0	0	5.937323233	67.32759467	1.299630427	0.535468138	0	0.079567641	0	0.285992956	18.62695245	0	0
IS115	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	1.464161087	0.233683536	0	0	0.839130902	0.52995085	0.005011588	0.569459451	4.982474015	0	14.53650252	0	0	3.867838703	62.67669763	1.987779112	2.789798948	0	0.041154772	0	0	3.823642893	0	1.652713998
IS260	0	0	0	0.13649988	0.125625829	0	0.650342009	0	0	1.1612704	9.099734433	1.777217019	14.29338563	67.80983708	0.026434897	0.720380818	4.02384734	0.175424662	0	0	0	0	0.379521932	0	0	0.196687995	0	0	1.560945369	9.419807249	0.240174066	14.77042628	68.04697502	0.026347228	0	4.651412444	0.620862845	0.08683957	0	0.190385916	2.04316503	0.033408371	0	1.124895908	1.125677037	0.127326267	3.192099339	2.543228487	0	53.02171038	0.127837999	0.027959156	4.399539059	24.718559	1.606996985	2.027068287	0	0.079660658	0	0.142174543	2.144541236	0	1.323766345
IS142	0	0	0	0	0	0	0.09796135	0	0	1.114524962	0.451713078	0.370626588	0.380435567	97.58473846	0	0	0	0	0	0	0	0	0	0	0	0.100669916	0	0	0.188820557	1.13509981	0	0	98.37133216	0	0	0.204077553	0	0	0	0.252354394	1.492544113	0.005080403	0	2.674170449	1.599678223	0.091168737	4.040466496	6.026517295	0.007647851	44.13445526	4.492628924	0.114313596	7.563104366	11.75778616	2.033141031	4.04706791	0	0.061136458	0	0.914890001	8.539679568	0	0.152168753
IS143	0	0	0	0	0	0	0.384520009	0	0	1.058397631	2.348349227	0	1.610841035	94.25819134	0	0	0.339700754	0	0	0	0	0	0	0	0	0	0	0	0.374291993	2.904974574	0	1.272415789	95.04767566	0	0	0.337113612	0	0.063528367	0	0.470351151	1.522338007	0.022159714	0	1.62650311	0.561375949	0	3.354674557	6.067007358	0	45.45676558	5.417924869	0.174996296	8.464714867	11.78075746	1.252894233	2.358830489	0	0.085907821	0	0.331912838	10.79037383	0	0.260511874
IS085	0	0	0	0	0	0	0.132073799	0	0	0	1.006802625	0.450472298	1.360838796	96.51683814	0.532974339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.052595212	0.955555286	97.53749522	0.454354283	0	0	0	0	0	0	0	0.015613913	0	0.537258181	0	0	0.049468269	10.46235233	0	21.5439946	0	0	21.49907096	17.58656402	2.048294898	0.240557335	0	0.010499795	0	0.099960959	25.57443148	0	0.331933267
IS092	0	0	0	0	0	0	0	0	0	1.759973835	0	0	0	98.24002616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.810725705	0	0	94.50830854	0	0	1.680965759	0	0	0	0.295237251	0.538900648	0.042273974	0	0.401774619	0.673698704	0	0.903945009	8.557521113	0	17.69356509	0	0	14.32941473	38.11515299	0.748562643	0.789909341	0	0.011071528	0	0	16.8800015	0	0.01897087
IS147	0	0	0	0	0	0	0	0	0	4.23289116	0	0	0	95.76710884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302509785	0	0	0	99.69749022	0	0	0	0	0	0	0.975828868	1.849927362	0	0	1.552608538	1.110165179	0	9.477309786	3.119821548	0.00679855	37.44082085	0.230561089	0	5.18850573	31.07026703	1.108563024	3.653454025	0	0.295451387	0	1.523232525	1.393056522	0	0.003627989
IS154	0	0	0	0	0	0	0.341570481	0	0	0.665344493	0	0.023748597	0	98.96933643	0	0	0	0	0	0	0	0	0	0	0	0.083234162	0	0	0.036877849	0	0	0	99.87988799	0	0	0	0	0	0	0.161968021	0.922597279	0.00613354	0	1.613306288	0.713443781	0	3.818336342	2.010999244	0	21.8498036	0.17125404	0	5.227233219	57.04458963	1.328356419	1.654837797	0	0.042227121	0	0.134184027	3.240843379	0	0.059886273
IS156	0	0	0	0	0	0	0	0	0	1.022200181	0	0	0	98.97779982	0	0	0	0	0	0	0	0	0	0	0	0.624741228	0	0	0.886549417	0	0	0	98.48870935	0	0	0	0	0	0	0.011092918	0.383179224	0	0	0.283859692	0.058360223	0	0.418942982	5.86634042	0	38.72516023	41.15437899	0	2.990530384	6.290642401	0.784201226	0.397528875	0	0.012424803	0	0.255720296	2.222240321	0	0.145397016
IS179	0	0	0	0.706017249	9.973313147	0	1.069847009	0	0	2.56266741	0	8.901985709	37.54721857	29.95058695	2.64142553	0	0	6.646938428	0	0	0	0	0	18.04127918	0	0	0	0	1.099064478	3.554130341	0.908385484	35.33009057	23.02472456	3.575007376	0	0	14.46731802	0	0	6.293863029	1.44951916	0.199655468	0	3.302189297	18.86164684	0	8.000789164	1.551354181	0	12.13253538	0	0	4.17295607	30.90453962	2.127438739	5.208877726	0	0.484796688	0	0.082565171	4.635940236	0.000293663	0.591039565
IS188	0	0	3.713647065	9.267922031	2.236225031	0	0.840975479	0	0	0.934905637	6.54380057	8.66436832	23.93247286	6.468116995	21.24507348	0	9.495346455	6.657146078	0	0	0	1.723063837	9.492492953	2.855504117	0	0	0	0	0.018493859	8.153391214	1.206581648	38.58517141	9.38986038	15.48359303	2.741502359	2.857378977	7.492966216	0	0	0.810614514	5.536015756	0.076042244	0	3.118785712	2.299023755	0	12.50511083	3.730993305	0	53.77436271	0	0	7.913397911	3.374858967	1.331620696	3.53559842	0	0.263692961	0.212225665	0	1.433123547	0	0.084533005
IS192	0	0	0	0	12.65536388	0	0	0	0	4.043410068	7.317368458	8.139274278	33.02587389	29.30678817	0	0	1.888272969	3.62364828	0	0	0	0	0	1.36891807	0	0	0	0	0.332521272	12.16739912	0.62175767	36.87126177	30.86752505	0	0	0.374363793	16.2713549	1.124898347	0	0	0.985465548	0	0	0.446849878	1.958468891	0.113237666	1.316398046	3.17158586	0	39.02692137	0	0	8.540880936	29.63332858	1.83635709	1.703375039	0	0.373091184	0.876913605	0	7.614818902	0	2.402307406
