FWK_CODE_K	%ivk07_Wein	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_unbekannt	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Graeser	%ivk13_Wein	%ivk13_mehrjaehrige_Graeser	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%Wohnbauflaeche	%TagebauGrubeSteinbruch	%SportFreizeitUndErholungsflaeche	%IndustrieUndGewerbeflaeche	%Halde	%Friedhof	%FlaecheGemischterNutzung	%FlaecheBesondererFunktionalerPraegung	%Bergbaubetrieb	%Wald	%UnlandVegetationsloseFlaeche	%Sumpf	%Moor	%Landwirtschaft	%Heide	%Gehoelz	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	% stehende_Gewaesser	%Hafenbecken	% Flieﬂgewaesser
RE252	0	0	0	0	2.576180963	0	0.244774449	0.101752505	0	0.318600073	8.489862392	2.355798152	37.90509977	44.41713621	0.43508893	0.506749578	2.648956977	0	0	0	0	0	0.104738432	1.250419407	0	0.267381264	0	0	0.285159501	16.1936276	0.346800186	35.16670349	44.566733	0.445337666	0	1.312568164	0.060531281	0	0.699911105	0	5.295541627	0.8033961	0	0	2.310479451	0.059956168	0	0.34264748	5.125566831	0.05522572	0	75.17622405	0	1.040126172	2.836138474	1.590378952	0	0.303531627	0	0.253088943	0.840805005	0	3.266982295
RE076	0	0.155162605	0	0.005439973	0.914645576	0	0.071663745	0	0	1.582889819	4.127227476	4.870146714	15.48822877	70.18535415	0.517912644	0.132635442	1.772850884	0.175842204	0	0	0	0	0	2.092714929	0	0.010764937	0	0	1.63198325	5.498968403	1.78574483	15.43992239	70.485165	0.503444308	0.023023057	1.666840562	0.701415936	0.160012393	8.643204225	0.211603811	1.345063251	1.973444088	0	0.07038697	2.565545159	0.492591343	0	20.48039291	10.88096056	0.00029398	0	37.45719431	0	5.069751294	2.026770132	4.451762016	0.007134255	0.314169473	0	0.71797824	0.698634468	0	2.593119515
RE083	0	0	0	0	3.939427259	0	0.414118626	0	0	0.001005631	8.54409756	6.506296028	29.71232396	47.6303861	0	0	3.252344842	0	0	0	0	0	0	2.18772008	0	0	0	0	0.053743242	12.31723909	6.28757476	23.90819	46.74875495	0	3.050559949	3.337534193	2.108683739	0	4.788275479	0	1.582643078	0.053624384	0	0	2.279258806	0.028981684	0	16.1320853	16.01292782	0	0	47.7964173	0	4.633424378	2.006516433	2.871633283	0	0.004355294	0	0	0.246270979	0	1.563585776
RE120	0	0	0	0	0	0	0	0	0	10.59506156	0	0	0	89.40493844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	9.915244047	0	29.3471341	11.05470249	0	7.233850838	3.053875886	7.210359413	0	0.580319661	2.550593869	0	0	8.793485936	0	2.86168051	1.282941189	7.799589334	0	0.46435837	0	0.237864045	0.642830471	0	6.971169837
RE121	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	9.878059111	0	27.96607964	4.02034961	0	0.148659908	4.999092615	7.634780182	0	1.572521382	1.809313084	0	0	2.415184128	0	1.00812689	0.490550929	11.28823513	0	0.849382072	0	1.832610315	19.28957239	0	4.797482624
RE127	0	0.016234037	0	0.039940946	1.530172501	0.446522789	0.066182857	0	0	1.35658388	5.913148214	5.149294742	26.90959621	54.47912202	0.203604635	0.067824726	3.821772441	0	0	0	0	0	0.040455523	2.43116124	0	0.488821681	0	0	0.554731583	4.953563192	3.465148325	26.356054	56.34924889	0.02428116	0.489605955	4.43637595	0.367073118	0.043479381	5.932748898	0.225906947	1.27459106	1.405322818	0	0.063307159	3.557214694	0.511555258	0	21.94250147	6.54585816	0	0.058418829	43.06649172	0	5.538755472	1.771745331	5.065212204	0	0.072477333	0	1.75602182	0.229737415	0	0.982133411
RE134	0	0.177220832	0.696480647	0.054850196	1.052141882	0	0.220114166	0.012231673	0	1.203115345	4.811792577	4.901272567	31.03334668	48.93920706	0.250276654	0.516684981	5.872849357	0.258415383	0	0	0	0.6022959	0.019593474	2.181489914	0.003629185	0.322116209	0.014714469	0	0.40127101	6.677481613	5.101334483	27.39114534	50.87733355	0.070639769	0.600048279	5.379564651	0.192376539	0.164965617	6.674801219	0.397929201	1.362889408	1.545970728	0	0.080716972	4.613328408	0.450866964	0	20.24129484	6.641875492	0	0.044305084	43.5657969	0.104096666	4.342588823	1.665233177	4.60599239	0	0.073877984	0	0.563415236	1.614345617	0	1.410674899
RE160	0	0.004350644	0	0.083353073	1.087434717	0	0.048853116	0	0	0.950714876	3.254256992	2.124622579	12.3618113	77.48115206	0.351247158	0	2.252203486	0	0	0	0.091252562	0	0.245435831	0.945484017	0.003745599	0.242500191	0	0	0.132815572	6.979769611	1.473848564	9.147949586	79.01102254	0.106369307	0.308899137	1.306485524	0	0.004421958	7.738701806	0	0.882135804	2.483459254	0	0.062280984	3.80205501	0.659856341	0	2.336273057	5.053373472	0.062850452	0.076236946	61.5158869	0	2.590197354	1.721455205	6.291820158	0	0.211094123	0	1.306919853	0.178528033	0	3.026875248
RE177	0	0.036029702	0	0	4.470731541	0	0.067120437	0	0	0.873315763	6.204528637	2.559836068	20.64174996	63.13772025	0.287560732	0.090941173	1.630465741	0	0	0	0.263714728	0	0.043492992	1.913164723	0	0.156939669	0.08426563	0	0.288319584	9.13169898	1.563010062	18.2402629	65.90999316	0.726045438	0.105071159	1.411667425	0.120515253	0.041838297	6.688073703	0.167882564	1.536970734	2.534036579	0.194999069	0.174584732	4.831151459	0.503153143	0	8.83496011	6.833152224	0.021261766	0	53.46372855	0	2.922219207	2.12133895	5.778759319	0	0.38604978	0	0.299749136	0.397926717	0	2.31000226
RE180	0	0.090317633	0	0	7.123706177	0	0.032825251	0	1.361691706	2.0209932	7.670063518	4.966329954	39.36758081	34.71743129	0.899992154	0.174742396	1.372666854	0.201659054	0	0	0	0	0	10.86258851	0	0.044183342	0.133089639	1.783114919	0.417208129	11.40772007	1.02807724	33.69120971	34.05566464	1.017513004	0.032511387	4.408948937	0.948852594	0.16931788	6.704523504	0	2.067227767	2.036353181	0	0.019796675	5.372830741	0.111086692	0	9.907652134	7.872006884	0	0.031847167	53.1241348	0	1.357124304	1.896521584	3.927289095	0	0.030916137	0	0.078333303	4.803444864	0	0.658911167
RE251	0	0.023657823	0.012543886	0.252671497	2.37392215	0	0.332939207	0	0.001917677	1.590141443	3.503964719	2.248633841	18.59444585	69.71570768	0.052869081	0.206295049	0.807914846	0.28237525	0	0.010341324	0	0.118018258	0.161978225	0.897406198	0	0.153720212	0.003473047	0.119456059	0.47747063	7.10138212	1.366797336	16.17306781	70.98832182	0.140908772	0.026959613	1.951147813	0.294417935	0.015132825	3.3009289	0.057396127	1.897218089	2.913546238	0	0.158092624	4.521294093	0.532926761	0	0.477973959	6.470892139	0.070259632	0.097817308	65.5554079	0	2.225791367	1.694857009	4.116347823	0	0.38585703	0	0.134187496	0.608428555	0	4.780776952
RE281	0	0	0	0	4.512391963	0	0.145542828	0	0.98877685	3.501535551	9.179748391	3.725733695	22.29431031	55.4701024	0	0	0.18185802	0	0	0	0	0	0	2.053360101	0	0.165162307	0	0.456140851	0.827120086	11.98664243	0.054945431	27.71932474	55.61245398	0	0	1.124850076	0	0	0.057176837	0	0	0.248033388	0	0	0.29706602	0	0	28.15472446	2.674187261	0	0	62.68260071	0	0.501236083	2.731197337	0.845431147	0	0	0	0.656910162	0.718096069	0	0.433340521
RE290	0	0.059904607	1.274331498	0.390656821	5.105795984	0.657814861	0.16065619	0	9.901955961	1.260174806	6.467957281	9.805646155	30.16007236	31.41678027	0.093121041	1.612746781	0.657649171	0.974736212	0	0	0	0.42157408	0.212051123	2.813165852	1.60446567	0.170212172	0	12.42000551	1.796053994	9.416820685	3.513644794	32.5961846	29.13387626	0.085791843	0.45671086	3.323964915	1.960085193	0.075392451	2.410545399	0.076439439	2.107989175	1.634951994	0	0.213481637	2.438671964	0.511649083	0	17.04814933	7.928057431	0.023489295	0	46.87956113	0	1.416675078	1.872204754	3.105830295	0	0.048454478	0	0.176532903	11.61121502	0	0.496101605
RE291	0	0.145520672	0	0.258054491	2.793369985	0	0.018896624	0	0.051977586	1.178437631	6.819363615	5.163252113	33.40553733	46.45920357	0.610641098	0.846045658	1.572906708	0.676792923	0	0	0	0	0.417198842	1.599566513	0	0.017833922	0	0.282880384	0.133110055	9.977619387	3.161742372	30.53611643	48.29861293	0	0.465680319	3.932230827	0.894265476	0.283142541	2.866946049	0	0.508957563	1.479852243	0	0.06751833	7.146281795	0.272489699	0	12.08101109	5.306460582	0.002055246	0	60.33363449	0	0.862319266	1.894223082	4.653450213	0	0.024057689	0	0	1.380810732	0	1.119931925
RE306	0	0	0	0	4.350028493	0	0.436163724	0	0.399596308	0.240142114	9.057991821	2.641661125	32.98868907	48.63432528	0	0.68360701	0.567795061	0	0	0	0	0	0	5.422189911	0.361627268	0.033422372	0	0.737347404	0.198434798	8.569555016	1.951832969	32.28556806	47.34809768	0.937544456	0.17491183	1.979468236	0	0	2.005226517	0	0.873423903	1.667872406	0	0.0911854	4.050638947	0.204047944	0	9.724932096	4.924304615	0.028371037	0	65.2735168	0	2.332420771	2.775519639	4.111526857	0	0.147682158	0	0	0.956201717	0	0.833129198
