FWK_CODE_K	%ivk07_Wein	%ivk07_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk07_Nutzpflanzen	%ivk07_Obst_und_Gemuese	%ivk07_Oelsaaten	%ivk07_Pflanzenzucht	%ivk07_sonstige_Flaechen	%ivk07_sonstige_Handelsgewaechse	%ivk07_Teichflaechen	%ivk07_unbekannt	%ivk07_Ackerfutter	%ivk07_Flaechenstilllegung	%ivk07_Getreide	%ivk07_Gruenland	%ivk07_Hackfruechte	%ivk07_Huelsenfruechte	%ivk07_Klee	%ivk07_Mais	%ivk07_mehrjaehrige_Graeser			%ivk13_Wein	%ivk13_Ackerfutter	%ivk13_Flaechenstilllegung	%ivk13_Getreide	%ivk13_Gruenland	%ivk13_Hackfruechte	%ivk13_Huelsenfruechte	%ivk13_Klee	%ivk13_Mais	%ivk13_mehrjaehrige_Graeser	%ivk13_mehrjaehrige_Obst_und_Nutzpflanzen	%ivk13_Nutzpflanzen	%ivk13_Obst_und_Gemuese	%ivk13_Oelsaaten	%ivk13_Pflanzenzucht	%ivk13_sonstige_Flaechen	%ivk13_sonstige_Handelsgewaechse	%ivk13_Teichflaechen	%ivk13_unbekannt	%Wohnbauflaeche	%TagebauGrubeSteinbruch	%SportFreizeitUndErholungsflaeche	%IndustrieUndGewerbeflaeche	%Halde	%Friedhof	%FlaecheGemischterNutzung	%FlaecheBesondererFunktionalerPraegung	%Bergbaubetrieb	%Gehoelz	%Heide	%Landwirtschaft	%Moor	%Sumpf	%UnlandVegetationsloseFlaeche	%Wald	%Weg	%Straﬂenverkehr	%Schiffsverkehr	%Platz	%Flugverkehr	%Bahnverkehr	% stehende_Gewaesser	%Hafenbecken	% Flieﬂgewaesser
IN257	0	0	0	0	0	0.014399617	0.172135046	0	0	0.139194431	14.02838402	0	6.239686464	75.06814339	0	0	3.298171042	1.039885993	0			0	18.69290815	0	8.276353509	66.68756145	0	0	4.53450997	0	0	0	0	0	0	0	0.126664366	0	0	1.682002551	3.310368159	0	0.474421701	0.506403974	0	0	3.375139775	0.271071549	0	6.461455695	0	40.71660276	0.112291147	0	10.29644403	25.88233274	1.608041603	1.748274267	0	0.093415288	0	0.349563006	0.12232958	0	4.671844726
IN260	0	0	0	0	0	0	0	0	0	1.948812793	25.39866959	0	14.25628737	50.6141127	0	0	4.197120799	3.58499675	0			0	45.53586249	0	9.560894122	36.71057169	0	0	8.192671694	0	0	0	0	0	0	0	0	0	0	0	11.45387073	0	3.072400224	11.52495307	0	0.289137506	2.095368042	3.379262657	0	9.633567217	0	17.5823795	0.015117692	1.376033007	9.304714772	6.511417911	2.808058556	5.301079949	0	0.581529308	0	1.807295122	2.461779746	0	10.80203499
IN263	0	0	0	0.163592688	0.034417908	0	0.070650629	0.018231366	0	1.958122767	11.85549912	0.432769065	10.65182979	70.50184644	0	0.150578578	2.676261194	1.377579387	0.108621063			0	11.94056626	0.225775177	11.32984751	70.88329489	0	0	3.840188162	0.806142621	0	0	0	0.114054389	0	0.000506712	0.227215587	0	0	0.632408696	2.152678463	0.124331944	0.779952658	0.814989406	0	0.037970495	2.729657906	0.217122001	0	3.222490844	0	52.75326449	0.313655217	0.629614835	6.846497792	19.91019589	1.184243037	1.673145361	0	0.041183739	0	0.385336382	0.349093039	0	5.834576501
IN264	0	0	0	0	4.363690995	0	0	0.036491538	0.766987199	0.738484732	16.26385826	0.394097277	16.6135769	55.05361011	0	0	5.303674826	0.465528165	0			0	16.77739585	0.465267452	17.63669727	53.54732699	0	0.001760404	3.464165398	5.038289663	0	0	0	0	1.324503383	0.024974483	0.9200207	0	0.799598402	0	9.649933241	0	1.305169714	1.483153287	0	0.068153291	4.262675555	0.311327307	0	3.408703621	0	55.3067475	1.026369829	0	4.582163699	11.38220996	1.525615593	2.899588756	0	0.125238864	0	0.915199514	0.51209028	0	1.235659984
IN265	0	0.075821528	0	0	0.159142222	0	0	0	0	0.133923423	15.63757001	0	6.264198492	72.90742376	0	0	4.52868509	0.293235481	0			0	14.99104127	0	6.713653191	74.82533801	0	0	2.826180916	0.279392242	0	0.070807727	0	0	0	0	0.289895921	0	0	0.003690727	2.345652151	0	0.480196587	0.809695048	0	0.015262481	2.241362121	0.175928057	0	3.54514252	0.039497793	62.15660684	0.11869102	0	10.12996217	12.64949574	1.441355097	1.461931269	0	0.016256101	0	0.193282231	0.527844227	0	1.651838538
IN271	0	0	0	0	0	0	0	0	0	0.098560155	12.08266298	0	3.404352707	82.74033639	0	0	1.674087759	0	0			0	14.0433368	0	5.537716259	78.34855017	0	0	1.856096803	0.02176494	0	0	0	0	0	0.192535024	0	0	0	0	0.119184517	0	0	0.056863514	0	0	0.470527382	0	0	2.588272631	0	76.8209952	0.062694751	0	9.410103243	7.216501381	0.914817742	0.741036925	0	0	0	0	0.156479265	0	1.442523453
IN272	0	0.647696169	0	0	1.317709475	0	0.077271467	0	0	0.834829818	12.47991564	0.343031959	13.20652829	68.60578089	0.18132245	0	0.781641015	1.524272824	0			0	15.48429042	0.056923675	14.62669751	62.24993053	0.042624791	0	2.473814046	1.153040971	0.148466608	0.657321309	0	0	3.056132292	0	0	0	0	0.050757849	4.201825234	0	6.148845565	1.178575765	0	0.12833305	2.206812227	0.224134849	0	2.750953298	0	55.33844685	0.093110432	0	9.141662556	13.09640544	0.957358608	1.985163055	0	0.018640999	0	0.26024707	0.512545671	0	1.756939326
IN273	0	0	0	0.738088141	0.169799709	0	0.006315102	0	0	1.904341728	19.9764373	0.311388472	10.4260056	60.81716398	0	0	4.489422178	1.161037786	0			0	18.61533017	0	14.65746729	58.15971371	0.688652976	0	2.911042661	4.646761652	0	0	0	0	0.019092557	0	0.118187212	0	0	0.18375176	4.710361452	0	0.613651133	2.534667002	0	0.024317074	2.835607209	1.27000497	0	2.990603752	0	51.2056252	0.045572941	1.543697596	13.81547392	6.816323549	1.413557502	2.929265197	0	0.188682748	0	0.747137964	5.516799292	0	0.798651503
IN280	0	0.075294033	0	0.011216077	0.180195483	0.008283743	0.141327652	0	0	1.36501831	13.96349507	0.315157725	19.87025936	58.3905189	0.001101416	0.330413149	2.779462501	2.568256578	0			0	16.42760874	0.037048763	21.27438746	55.05705901	0	0.181095572	3.540417214	2.504326848	0	0.078086226	0	0	0.60270478	0	0.000377468	0	0	0.296887925	2.594563878	0.295623171	0.320570743	1.116678203	0	0.024550936	2.868996125	0.105056599	0	4.11340051	0	56.22998736	0.034442629	0.118815241	7.936307433	17.61551326	1.013659032	2.05100435	0	0.023687697	0	0.598966063	1.609072735	0	1.329104033
IN286	0	0	0	0.151938638	2.164122004	0.002107074	0.052627014	0.176149346	0	0.196206687	20.39899336	2.910305217	23.89516703	37.92506354	0.22439941	0.038575762	2.994517501	8.869827415	0			0	21.62853248	1.079414295	28.21514361	35.47709412	0.056856225	0.077260263	4.174375503	5.60806129	0.038355617	0	0	0.168577774	1.850230932	0.003845433	1.27596938	0.246060028	0	0.100223044	4.204108057	0.268274086	0.441401542	1.453879382	0	0.040449296	2.803198484	0.522791053	0	2.457481025	0.031492475	54.65471391	0.50631551	0.009481873	5.969998841	20.84892968	0.981540467	2.737505188	0	0.153000801	0.049371181	0.147599901	0.461818897	0	1.256648346
IN296	0	0	0	0.353156885	1.848468894	0.722743702	0.323892641	0	0	3.182894982	16.61169686	7.343406377	32.83903439	12.76258651	0	4.002185565	0.172366577	19.83756662	0			0	11.26813046	3.538118066	48.07915786	12.39032827	0.01827719	0	1.040162575	17.65820798	0	0	0	0.581429931	2.537940536	0.04588046	0	1.360407634	0	1.481959047	6.69788479	1.641239742	0.859491282	7.518989421	0	0.238801258	1.168299785	0.255011526	0	3.526759382	0	26.40195022	0	0	9.768600123	18.82756203	2.942785858	4.818129356	0	0.056976849	0	3.2825781	0.025818243	0	11.96912203
IN297	0	0.427597524	0	0	2.686049559	0	0.039102431	0	0	1.103736448	17.09954055	4.607911699	25.57701805	36.86064358	0	0.402335436	2.225960722	8.970103998	0			0	17.77472968	2.242195376	29.70667161	36.81467507	0	0.266848756	1.325909737	8.470968414	0.059313548	0.211654154	0	0	2.595876777	0	0.247920213	0	0	0.283236662	3.403168466	0	0.916376738	1.12743688	0	0.031956981	2.771320852	0.332943962	0	3.110649266	0	66.29912888	0	0.004187468	6.273840505	4.555358012	1.344298336	2.843015111	0	0.105656741	0.273719261	0.308759783	0.235538442	0	6.062644317
IN301	0	0.145128576	0	0.000732639	2.965603463	0.07535529	0.018562187	0.082069999	0	0.242931423	13.6838784	1.811526287	20.64262146	54.35649966	0.124327313	0.233823944	1.306522524	4.310416836	0			0	14.99785774	0.864658483	23.56433821	52.4947645	0.18867149	0.501276507	1.614702458	3.32748117	0	0.107197808	0	0.053195821	1.762550991	4.37237E-06	0.108196808	0.077688114	0	0.337415528	3.995701957	0.047403675	0.47880541	1.349374706	0	0.103001622	3.316321929	0.462793862	0	3.718539586	0	63.28857466	0	0.000307177	5.751453414	11.83282319	0.937624468	3.21234075	0	0.027634324	0	0.142010582	0.091623224	0.000141442	1.243524025
IN307	0	0	0	0	3.485049576	0	0.008031194	0.001120943	0	0.543525863	16.55126526	5.345888651	23.75033299	37.79784863	0	0.159445495	2.191610988	10.12879581	0.0370846			0	17.93576798	2.351763779	29.62960145	37.09516012	0	0.004444643	1.957509079	8.432142642	0.067425213	0	0	0.103258466	2.247648385	0.008419021	0.065745173	0.013507671	0	0.087606384	2.007831662	0	0.095153573	0.548825989	0	0.005242605	2.982267456	0.037891417	0	3.041418058	0	69.17399248	0.003685998	0	8.336081277	8.475518528	0.762780554	2.376505645	0	0.030915406	0.271631171	0.676467118	0.241106626	0	0.932684433
IN339	0	0	0	0	3.417623698	0	0.084897709	0	0	0.098056064	11.0091072	3.102747826	21.73366626	50.53052394	0	0	4.192121417	5.831255887	0			0	14.31104339	1.40992197	17.99540758	48.37996579	0	0.144300298	3.871833947	11.78230265	0	0	0	0	1.752419424	0	0.061138429	0	0	0.291666528	4.283842197	0.324064855	0.655931711	1.725357437	0	0.031017997	2.881624514	0.222378504	0	5.217170636	0	44.40249714	0.378412579	0	10.95241656	19.4929703	1.301310611	2.703961802	0	0.081054683	0	0.727632655	0.526006672	0	4.092349148
IN341	0	0	0	0	1.220202034	0	0.349577297	0	0	0.533439517	15.55029497	2.020793653	19.40596474	43.08239268	0	1.863274382	0.621888331	15.3521724	0			0	28.17058448	1.344213353	16.89169272	40.59592371	0.34516257	0	0.682756411	11.61150509	0	0	0	0	0	0	0.05033166	0	0	0.307829999	2.511736952	0.612864741	0.124772569	0.422729915	0	0.053692813	6.013115169	0.528245392	0	3.106547863	0	50.06072658	0	0	4.437320473	24.20165141	1.260780734	3.177171579	0	0.016320947	0	0.142728977	0.084786287	0	3.244807606
IN343	0	0	0	0	0	0	0.012532661	0	0	2.946698236	6.061939188	0.0496479	2.282296569	86.86337657	0	0	1.783508878	0	0			0	4.918293643	0	5.203059888	85.91143324	0	0	1.017474161	0	0	0	0	0	0	0	1.322104768	0	0	1.627634303	1.830921659	0.189801526	0.339307409	0.937446147	0	0	0.982705077	0.504033034	0	4.574908615	0	38.73464527	0	0.002440873	15.66044219	17.40609455	2.385694333	2.403480195	0	0.085467408	0.22158554	0.089101985	1.368131693	0	12.2837925
IN348	0	0	0	0.22098153	3.33291729	0.000452192	0.647800878	1.919596655	0	1.708983508	16.30885855	7.927890492	18.03852647	39.37937422	0.150567699	0	5.035229252	5.328821263	0			0	14.45194365	5.145563635	20.90314752	42.15764625	0.52385312	0	4.390599881	3.48666858	0.325368782	0	0	0.313773697	2.774779136	0.000432608	2.701771507	1.98360809	0.074491026	0.766352506	5.005829802	0.070223453	1.747958676	2.461186239	0.000277479	0.058004227	1.873742848	0.485752548	0	2.975188914	0	30.95395612	0	0	6.908048404	33.44479232	1.224444792	3.075952898	0	0.233655637	0	0.376927532	0.241081105	0	8.862977002
IN349	0	0	0	0	0	0	0.211628394	0	0	1.262425109	10.21649885	3.356522902	14.49313337	65.28637017	0	0	2.645644422	2.527776795	0			0	22.57848349	1.25305522	10.65971764	61.94799697	0	0	1.900819082	0.584386369	0	0	0	0	0	0	0	0	0	1.075541233	3.477227992	0	0.860422383	0.770581015	0	0.111873028	3.010664857	0.239387797	0	2.294333477	0	38.46284739	2.794076397	1.325408315	4.275973365	19.68890115	0.863952788	2.206858834	0	0.239001792	0	0	0.404023137	0	18.97446628
IN350	0	0	0	0	0	0	0	0	0	19.62283291	0	0	0	80.37716709	0	0	0	0	0			0	0	0	0	89.69520668	0	0	0	0	0	0	0	0	0	0	0	0	0	10.30479332	1.696343006	0	0.676074835	1.328247675	0	0	0.605851867	0.201790261	0	2.846007946	0	46.7572686	0.026151695	0	12.40665976	25.38101731	1.301245038	2.200499623	0	0.493869915	0	0	0.048301078	0	4.030671404
IN355	0	0	0	0	0	0	0	0	0	21.23485681	0	0	0	78.76514319	0	0	0	0	0			0	0	0	0	84.11285783	0	0	0	0	0	0	0	0	0	0	0	0	0	15.88714217	7.18918927	0	0.855030007	1.804533201	0	0.161018367	1.800906816	0.160691942	0	4.423480576	0	42.39418656	0	0	12.22991162	19.97095177	1.345253217	3.919225365	0	0.20284354	0	0	0.164392614	0	3.378385144
IN357	0	0	0	0	0	0	0	0	0	2.607974672	26.84020034	0	1.199379121	64.94500716	0	0	4.407438712	0	0			0	20.47943841	0	4.253752767	66.44042366	0	0	8.005893786	0	0.820491375	0	0	0	0	0	0	0	0	0	17.36287347	0	3.350374885	2.513263138	0	1.289737102	2.316173137	1.547053345	0	2.136229568	0	35.62504961	0.783376881	0.493955884	1.907111726	11.9986827	0.858257248	4.965266604	0	0.929757444	0	2.027784495	4.484639229	0	5.410413532
IN359	0	0	0	0	0	0	0	0	0	1.042160451	2.191479932	0	0.289715793	95.77857647	0	0	0.698067356	0	0			0	1.736457424	0	1.115266445	92.12673253	0	0	3.63964138	0	0.005111101	0	0	0	0.086090338	0.096072587	0.040756302	0	0	1.153871892	7.26699333	0.165817795	0.399545516	0.745358628	0	0.028548431	2.689394194	0.473069082	0	3.809411056	0.000608922	39.46067122	0	0	7.78281993	27.89337722	1.453712976	2.765081113	0	0.157251814	0	0.262985175	0.225448783	0	4.41990482
IN363	0	0.022372029	0	0.006547397	0	0	0.386976868	0.039322841	0	2.344448676	5.925519689	0.512158951	4.962167288	83.84471868	0.25553477	0	1.700232807	0	0			0	7.021607005	0.049552497	4.117477501	83.41117066	0	0	3.388961377	0.425133109	0.132299177	0.003458195	0	0	0	0	0.162128289	0.041153554	0	1.247058635	4.616637842	0.232472316	1.373838559	0.770555395	0	0.056583426	1.953604694	0.360970955	0	3.414224935	0	50.39814313	1.630436019	0.993049677	7.25841056	20.87851395	1.140835404	2.234303831	0	0.152907258	0	0.316711568	0.261606763	0	1.956193722
IN377	0	0.003009138	0	0	0	0	0.473401313	0.035986425	0	1.613911939	14.30015063	0.662334931	15.97332143	61.87505629	0	0.490063697	3.464499369	1.108264842	0			0	13.94540647	0.521472383	16.79180066	60.3946276	0	0	4.479081077	2.331487844	0	0	0	0	0.584400585	0	0.14668919	0	0	0.805034198	2.725487344	0.083847176	0.261569584	0.965868127	0	0.064722604	3.397619402	0.119050893	0	3.985988477	0	54.98056985	1.20741817	1.274267798	4.900797607	17.81315973	1.174145856	2.531878185	0	0.030209958	0	0.059415465	3.293655376	0	1.130328399
IN386	0	0	0	0	0	0	0	0	0	6.639029826	0.174280473	0	0	93.1866897	0	0	0	0	0			0	0.371209306	0	0	99.62879069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.53002463	0.103788242	1.986710812	4.632083489	0	0.157574061	2.667529286	1.343151207	0	3.811399931	0	35.96156064	0	0.000526969	8.07828536	11.20738221	1.451853326	6.205262082	0	0.418098964	0	1.76500325	0.122293623	0	8.557471919
IN387	0	0	0	0	0	0	0.148245505	0	0	13.12223644	1.153874263	0	0.688093917	84.41589595	0	0	0.471653919	0	0			0	2.550992722	0	0.605527284	83.79169934	0	0	0.02390599	0	0	0	0	0	0	0	0.212759758	0	0	12.8151149	2.895730556	0.233999961	1.362690147	0.609896961	0	0	1.330285507	0.38344772	0	2.789568516	0.174411127	46.89567964	1.031814283	0.11660578	15.25718209	19.44787202	1.279131857	2.383344309	0	0.170805354	0	0.032545022	1.068309656	0	2.536679489
IN389	0	0	0.015065284	0	1.516854238	0	0.450662334	0	0	1.331822273	12.37930685	4.151600756	12.6411034	64.89853116	0	0	1.035584475	1.579469229	0			0	12.02055921	0.631769206	10.70943396	63.56699143	0	0	4.039968398	4.260195833	0	0	0.668734859	0	2.696056555	0	0.008841709	0.015341643	0	1.382107196	7.949263389	0	3.188159216	3.153993324	0	0.143636041	2.044230561	1.467352607	0	3.082420597	0	32.95325309	0	0	7.119057869	23.09474539	1.39592795	4.174156721	0	0.374796519	0	1.029964311	0.33456058	0	8.494481831
IN394	0	0	0	0	0	0	0	0	0	1.039055853	0.029103799	0	0	98.93184035	0	0	0	0	0			0	0.110574963	0	0	99.13910972	0	0	0.750315312	0	0	0	0	0	0	0	0	0	0	0	3.573258221	0	0.723900255	1.910443134	0	0.046034807	2.547639352	0.512217249	0	2.72150776	0	51.08674946	0	0	4.923873284	20.46531243	1.215604319	5.197850387	0	0.113055628	0	0.083227701	0.229237385	0	4.650088623
IN398	0	0.147276139	0	0	3.617104737	0.132591611	0	1.994559338	0	3.188206987	21.03367602	5.108195859	29.32396885	16.92774928	1.774222215	0	0.528406554	16.22404241	0			0	25.26130482	0.887321154	38.44833446	16.71765627	0	0	2.022018537	10.92636233	0	0.424966541	0	0.147901857	2.951657241	0.13734293	0.71135703	1.311132973	0	0.052643856	9.088054937	1.432334688	1.114829306	6.708231276	0	0.3362777	2.417951107	0.88412934	0	4.712049123	0.002736907	32.36082921	0	0	5.998547696	18.20660358	1.455252996	5.109089385	0	0.445567531	0	2.542768256	0.189407251	0	6.995339712
IN400	0	0	0	0	2.638774806	0	0	4.105267586	0	0	12.5531864	1.780200367	38.1652226	30.61616198	0	0	6.419136918	3.722049348	0			0	18.77623835	4.707360408	28.32474121	27.03949677	0.951373702	0.759554883	3.481947637	8.123477478	0	0	0	0	0.835360154	0	0	3.710813898	0	3.289635513	2.924239916	0.217971151	1.087370065	10.43759008	0	0.105339587	1.290608898	0.415671757	0	1.506047885	0	31.56966017	0	0	6.901977341	30.91103733	2.213890808	2.641390323	0	0.180165116	0	0.874951685	0.0375441	0	6.684543781
IN402	0	0	0	0	3.65302018	0	0	0	0	0	12.94053272	2.244756812	17.66149414	56.80595744	0	0	2.845836741	3.848401977	0			0	11.66466845	1.521111678	23.7468054	54.33556881	0	0.279931734	2.678477416	2.65305382	0	0	0	0.15194643	0.753565731	0	0.876175129	0	0	1.338695395	2.837628153	0.080553528	0.342067817	0.276833623	0.067413798	0.271662864	1.688557154	0.147401866	0	4.215613902	0	58.13107748	0	0	5.481567282	22.15960923	0.907457098	2.042000563	0	0.016232107	0	0.458946922	0.113485252	0	0.761891362
IN403	0	0	0	0	1.21765268	0.023895307	0.047662635	0	0	1.55133235	14.06646541	1.68253102	18.97484414	55.06451479	0	0.099827505	0.980497049	6.290777111	0			0	14.57849166	1.026225348	21.75363132	54.34899606	0	0.151615806	1.747308556	4.761824828	0.260342568	0	0	0	0.367373896	0.02472789	0.795986054	0	0	0.183476013	4.3435357	0.125144988	0.383911761	2.249124088	0	0.027845646	3.444898158	0.2462663	0	4.178556784	0.124112376	50.87335772	0	0	10.37117245	16.92563218	0.836416645	4.170495732	0	0.042348913	0	0.04209415	0.168260529	0	1.446825877
IN408	0	0	0	0	1.671328014	0	0.146771238	0	0	0.966556591	21.69038678	1.784971684	13.84395311	57.56389388	0	0	0.585892666	1.746246038	0			0	15.86467228	0	9.398915662	62.09088597	0	0	4.052408916	8.238499349	0	0	0	0	0.35461782	0	0	0	0	0	2.879366694	0.34376064	0.550738727	0.832688719	0	0.024175853	0.667058306	0.893140914	0	4.990527965	0	11.12897498	0	0	8.433784891	36.25257078	2.682015211	0.951436832	0	0.149013944	0	0	1.429476244	0	27.7912693
IN411	0	0	0	0	0	0	0	0	0	13.35432227	0	0.11019667	0	86.53548106	0	0	0	0	0			0	0	0.091938627	0	87.5556112	0	0	0	0	0	0	0	0	0	0	0	0	0	12.35245018	4.349671353	0.109631425	0.86871221	2.08020899	0	0.077315706	1.836832351	0.490068377	0.014263491	6.817816243	0.005647071	36.67721933	0.011752417	0.02414683	16.22823634	20.60663918	1.155011588	3.903811514	0	0.346029327	0	0.445162898	0.343156205	0	3.608667146
IN420	0	0	0	0	0	0	0	0	0	2.513919644	28.63612117	0	7.764741571	56.57215816	0	0	4.513059455	0	0			0	17.90737014	0	15.44793287	54.70260401	0	0	6.441862414	0	4.013630493	0	0	0	0	0	0	0	0	1.486600063	6.429750338	0.290295106	1.74988372	4.497824932	0.142900451	0	0.523807866	0.849129802	0	3.63131343	0	15.09968631	0.001789703	0.229546049	5.483284987	32.8241137	2.356386249	5.457929692	0	0.372011932	0	0.832983825	6.407017587	0	12.82034432
IN421	0	0	0	0	0	0	0	0	0	1.004209394	0	0	0	98.99579061	0	0	0	0	0			0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69817996	0	0.190771003	1.235293472	0	0	0.662460809	0.003184266	0	1.844383717	0	41.75745757	0	0	2.232531171	30.40828772	1.795038668	3.488861145	0	0.052528048	0	0	0.453572188	0	14.17745025
IN422	0	0	0	0	0	0	0	0	0.26597093	9.8476714	1.13082177	0	0	88.7555359	0	0	0	0	0			0	0	0	1.159921266	89.55182637	0	0	0	0	0	0	0	0	0	0	0	0	0.347193922	8.941058442	3.209619325	0	0.907884755	0.718582555	0	0.026685787	0.880627488	0.606582049	0	3.804739213	0	28.61086626	0	0.036775042	11.34810441	41.14587634	1.438870335	3.222908615	0	0.097153034	0	0.058296976	1.236244887	0	2.65018292
IN432	0	0.033737034	0	0.100757832	0	0	0.011056762	0.095795995	0	1.316380179	12.6466286	0.366432766	7.234858527	76.30628902	0.061655956	0	1.6173658	0.209041527	0			0	14.14835265	0	8.373873716	71.96030461	0	0	4.060097917	0.35495603	0.05464871	0.058018748	0	0.122065966	0	0	0.127792099	0.036154991	0	0.703734567	2.446730859	0.073300056	0.882733495	1.812591326	0	0.073404491	1.87582209	0.072803463	0	3.836341402	0	51.44456312	0.089412438	0	10.53874101	18.51838468	1.281880677	2.402072851	0	0.07841916	0	0.279867603	0.735818241	0	3.55711304
IN435	0	0	0	0	0	0	0	0	0	0.703202394	4.227934132	0.067712317	1.854295547	89.29849355	0.021399122	0	3.504742441	0.322220493	0			0	4.899975551	0.116999212	2.899787425	85.44503398	0	0	5.860462867	0	0	0	0	0	0	0	0	0	0	0.777740963	4.507956755	0	0.578089137	2.062826342	0	0.082266655	2.375577649	0.807843327	0	2.901993204	0.04541024	36.9205346	0.192980251	0	7.375570586	32.35564839	1.585048321	4.219795289	0	0.073588493	0	0.240885916	0.901011524	0	2.772973319
IN443	0	0	0	0	0	0	0	0	0	0.603724957	14.54204877	0.68022162	13.69379856	63.62683606	0	0	2.8843005	3.969069533	0			0	18.64814939	0.472338516	14.29061865	57.92333989	0	0.128616832	4.431415309	2.281300091	0	0	0	0	0.182140923	0	1.269669135	0	0	0.372411267	2.373220984	0	0.671285306	1.174222077	0	0.028567144	2.439610259	0.158933282	0	3.5276548	0	46.92809732	0.074467462	0.067801425	7.443006744	27.33169253	1.402395873	1.839986148	0	0.066261606	0	0.295128186	0.677058308	0	3.500610552
IN451	0	0	0	0	0	0	0	0.002988537	0	1.097409849	9.860202942	0.027214662	7.369546597	79.74820024	0	0	1.894437171	0	0			0	10.38878347	0.65598864	9.255405971	75.62548994	0	0	2.913553243	0.72089867	0	0	0	0.14711056	0	0	0	0	0	0.292769509	3.944539579	0.014418432	1.110450654	1.132854632	0	0.01295651	2.928941361	0.095500091	0	2.433702342	0.00546882	51.13457981	0.281860602	0	9.158664729	20.80283743	1.087195694	2.660358522	0	0.16235293	0	0.895108746	0.755002272	0	1.383206841
IN464	0	0.017247963	0	0	2.184110003	0	0.147283417	0	0	0.744624968	12.09965061	4.300081679	21.58191815	43.06643302	0	0.296656634	2.106505056	13.4554885	0			0	14.06524291	1.090851328	24.23588707	41.06231427	0	0.112324294	2.268993538	15.1684148	0.020412867	0.017053703	0	0	0.580726853	0.14746449	0.528475248	0	0	0.701838633	7.535091829	0.213038632	0.802495933	1.690856829	0	0.073614692	2.828881433	0.603513203	0	4.541633459	0.000130292	44.38317773	0.010239737	0	6.022659541	23.1411368	1.017764445	4.508895799	0	0.063925288	0.223838592	0.16756609	0.206543202	0	1.964996472
IN472	0	0	0	0.09901052	0.534771428	0.075805496	0.114535238	0.000144693	0	0.346509483	2.7810624	6.460573494	22.97096963	16.99760783	0.181999531	0	0.415423777	49.02158647	0			0	2.806179521	2.53357398	29.38571086	16.5690786	1.434684242	0.262283616	0.232307654	44.18385511	0.411479336	0	0	0.124223808	1.612262039	0.17018902	0.262827963	0	0	0.011344254	2.760407677	0.091304188	1.987464011	1.644597889	0	0.035093904	3.113957315	0.248761835	0	4.644570076	0	51.28557281	0	0	6.434673709	17.39343155	1.565883432	2.832138265	0	0.143096248	0	0	1.100939267	0	4.718107829
IN479	0	0	0	0.231459159	1.022590254	0	0.005178887	0.000536288	0	1.074510921	5.404731986	4.854188405	20.95646396	20.06508237	0.722312752	0.391017083	1.526610222	43.74531771	0			0	6.356712634	2.156427404	29.88553061	18.15012298	2.399277997	0	0.57755649	38.16920344	0.031273863	0	0	0.536424514	0.940352769	0.031055303	0.004374783	0	0	0.761687214	1.477747662	0	4.294713551	0.954547569	0	0	1.433320202	0.100383545	0	5.175921692	0	57.47549141	0	0	6.777299463	5.515874386	1.274189401	2.735894198	0	0.088365765	0	0.34045778	1.961482223	0	10.39431115
IN480	0	0.121730611	0	0.08469003	1.581417721	0	0	0	0	1.68413816	15.0695573	3.608600068	21.43797316	46.66217477	0.054361085	0.227155703	2.113680143	7.354521243	0			0	16.75488982	0.630519631	25.32375791	45.16247944	0	0.124368738	2.605875925	7.805677497	0.127407101	0.135856511	0	0	1.168441575	0.051578085	0	0	0	0.109147771	3.308838096	0.003683767	2.591050953	3.252812094	0	0.124605838	4.188686425	0.34129579	0	3.465975389	0	62.23385851	0	0.003232443	5.951343335	3.727803051	1.0253096	3.94208894	0	0.308634704	0.443634498	0.270539112	0.304314082	0	4.512293375
IN482	0	0	0	0	0	0	0	0	0	0.167386179	16.234595	7.140371533	31.58220301	29.45623208	0	0	3.495336003	11.92387619	0			0	30.39446123	0	29.08270561	27.44566261	0	0	2.005220369	10.7757887	0	0	0	0	0	0	0	0	0	0.296161483	0.628503121	0	0.30576699	2.678463328	0	0	1.118563377	0	0	1.746316698	0	65.25375233	0	0	8.307926519	0.029228692	2.179774778	6.76231006	0	0	4.592554547	1.351339717	0.01497709	0	5.030522754
IN485	0	0	0	0.49588345	0.573736998	0	0.023727894	0	0	3.045515616	17.92727278	0.964587648	22.62785867	44.08103448	0	0	0	10.26038247	0			0	13.66143785	0.741830821	24.79731827	43.85925897	0	0	1.275116398	11.21461381	0	0	0	0.27100475	2.299843856	0	0.025459403	0	0	1.854115868	4.314752476	0	5.436191972	5.286851361	0	0.016519864	1.109307997	0.489790452	0	1.577863459	0	40.3056524	0	0	9.164887476	1.917932918	2.29664466	5.170297292	0	1.376691847	0	0.086085685	13.12244959	0	8.328080548
